time,pd_4,pd_7,pd_8,pm_4_1,pm_4_2,pm_4_3,pm_4_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.002040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012587,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496629,1.230013,0.353248,-0.000360,-0.001181,-0.000520,0.999999,0.555259,1.128153,0.263868,0.842749,0.013906,-0.538125,0.001163,0.594284,0.823747,0.255020,-0.076472,-0.002392,-0.001775,0.997067
0.022888,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496631,1.230011,0.353246,-0.000353,-0.001180,-0.000519,0.999999,0.555248,1.128156,0.263866,0.842747,0.014011,-0.538126,0.001107,0.594281,0.823750,0.255017,-0.076472,-0.002405,-0.001779,0.997067
0.033163,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496631,1.230011,0.353246,-0.000353,-0.001180,-0.000519,0.999999,0.555248,1.128156,0.263866,0.842747,0.014011,-0.538126,0.001107,0.594281,0.823750,0.255017,-0.076472,-0.002405,-0.001779,0.997067
0.043361,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496631,1.230011,0.353246,-0.000353,-0.001180,-0.000519,0.999999,0.555248,1.128156,0.263866,0.842747,0.014011,-0.538126,0.001107,0.594281,0.823750,0.255017,-0.076472,-0.002405,-0.001779,0.997067
0.053605,6.000,8.598,0.000,0.013,30.913,-0.004,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496636,1.230016,0.353243,-0.000357,-0.001184,-0.000519,0.999999,0.555258,1.128154,0.263868,0.842742,0.013901,-0.538137,0.001124,0.594269,0.823752,0.254998,-0.076477,-0.002432,-0.001813,0.997067
0.063825,6.000,8.598,0.000,0.013,30.913,-0.004,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496636,1.230016,0.353243,-0.000357,-0.001184,-0.000519,0.999999,0.555258,1.128154,0.263868,0.842742,0.013901,-0.538137,0.001124,0.594269,0.823752,0.254998,-0.076477,-0.002432,-0.001813,0.997067
0.074049,6.000,8.598,0.000,0.013,30.913,-0.004,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496636,1.230016,0.353243,-0.000357,-0.001184,-0.000519,0.999999,0.555258,1.128154,0.263868,0.842742,0.013901,-0.538137,0.001124,0.594269,0.823752,0.254998,-0.076477,-0.002432,-0.001813,0.997067
0.084249,6.000,8.598,0.000,0.013,30.913,-0.004,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496643,1.230014,0.353242,-0.000359,-0.001177,-0.000520,0.999999,0.555255,1.128151,0.263869,0.842736,0.013903,-0.538147,0.001130,0.594280,0.823744,0.255022,-0.076483,-0.002387,-0.001776,0.997067
0.094429,6.000,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.000,0.000,0.000,0.000,0.496635,1.230014,0.353243,-0.000358,-0.001182,-0.000515,0.999999,0.555263,1.128146,0.263875,0.842750,0.013895,-0.538124,0.001180,0.594275,0.823753,0.254998,-0.076472,-0.002420,-0.001817,0.997067
0.104582,6.000,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.000,0.000,0.000,0.000,0.496642,1.230014,0.353247,-0.000359,-0.001187,-0.000521,0.999999,0.555254,1.128145,0.263872,0.842770,0.013878,-0.538093,0.001175,0.594268,0.823755,0.255000,-0.076474,-0.002421,-0.001817,0.997067
0.114752,6.000,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.000,0.000,0.000,0.000,0.496642,1.230014,0.353247,-0.000359,-0.001187,-0.000521,0.999999,0.555254,1.128145,0.263872,0.842770,0.013878,-0.538093,0.001175,0.594268,0.823755,0.255000,-0.076474,-0.002421,-0.001817,0.997067
0.124946,6.000,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.000,0.000,0.000,0.000,0.496638,1.230012,0.353247,-0.000357,-0.001177,-0.000522,0.999999,0.555256,1.128151,0.263875,0.842777,0.013870,-0.538083,0.001178,0.594272,0.823755,0.254999,-0.076470,-0.002417,-0.001815,0.997067
0.135151,6.000,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.017,0.009,-0.005,-0.037,0.496638,1.230012,0.353247,-0.000357,-0.001177,-0.000522,0.999999,0.555256,1.128151,0.263875,0.842777,0.013870,-0.538083,0.001178,0.594272,0.823755,0.254999,-0.076470,-0.002417,-0.001815,0.997067
0.145341,6.251,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.017,0.009,-0.005,-0.037,0.496637,1.230009,0.353248,-0.000361,-0.001180,-0.000521,0.999999,0.555259,1.128156,0.263873,0.842772,0.013969,-0.538089,0.001165,0.594271,0.823754,0.255000,-0.076465,-0.002420,-0.001816,0.997068
0.155504,6.251,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.017,0.009,-0.005,-0.037,0.496633,1.230010,0.353251,-0.000365,-0.001189,-0.000521,0.999999,0.555248,1.128149,0.263874,0.842781,0.013927,-0.538075,0.001152,0.594272,0.823756,0.254998,-0.076464,-0.002420,-0.001815,0.997068
0.165647,6.251,8.598,3.402,0.013,30.913,-0.004,-0.004,0.022,-0.036,0.031,0.037,0.017,0.009,-0.005,-0.037,0.496632,1.230006,0.353252,-0.000366,-0.001185,-0.000517,0.999999,0.555256,1.128150,0.263867,0.842794,0.013882,-0.538056,0.001145,0.594270,0.823756,0.255001,-0.076470,-0.002416,-0.001824,0.997067
