time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.001789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012399,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.022629,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405510,1.226601,0.324712,-0.000936,0.008797,-0.000496,0.999961,0.413196,1.124880,0.200908,0.007593,-0.061741,-0.040300,0.997249,0.511358,0.814197,0.246646,0.008068,0.003549,-0.001339,-0.999960
0.032840,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405510,1.226601,0.324712,-0.000936,0.008797,-0.000496,0.999961,0.413196,1.124880,0.200908,0.007593,-0.061741,-0.040300,0.997249,0.511358,0.814197,0.246646,0.008068,0.003549,-0.001339,-0.999960
0.043069,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405516,1.226603,0.324714,-0.000927,0.008785,-0.000492,0.999961,0.413195,1.124879,0.200909,0.007638,-0.061764,-0.040392,0.997244,0.511358,0.814205,0.246641,0.008043,0.003546,-0.001341,-0.999961
0.053351,2.000,3.052,0.000,0.000,0.058,0.107,0.055,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405513,1.226601,0.324710,-0.000927,0.008798,-0.000507,0.999961,0.413200,1.124881,0.200914,0.007605,-0.061716,-0.040341,0.997249,0.511358,0.814214,0.246637,0.008024,0.003547,-0.001348,-0.999961
0.063678,2.000,3.052,0.000,0.000,0.058,0.107,0.055,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405513,1.226601,0.324710,-0.000927,0.008798,-0.000507,0.999961,0.413200,1.124881,0.200914,0.007605,-0.061716,-0.040341,0.997249,0.511358,0.814214,0.246637,0.008024,0.003547,-0.001348,-0.999961
0.074008,2.000,3.052,0.000,0.000,0.058,0.107,0.055,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405510,1.226602,0.324709,-0.000932,0.008802,-0.000503,0.999961,0.413196,1.124879,0.200912,0.007596,-0.061722,-0.040288,0.997251,0.511356,0.814222,0.246632,0.008014,0.003544,-0.001355,-0.999961
0.084280,2.000,3.052,0.000,0.000,0.058,0.107,0.055,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405516,1.226600,0.324709,-0.000934,0.008800,-0.000500,0.999961,0.413202,1.124882,0.200910,0.007583,-0.061728,-0.040318,0.997250,0.511357,0.814229,0.246626,0.008000,0.003538,-0.001354,-0.999961
0.094591,2.000,3.052,4.999,0.000,0.058,0.107,0.055,0.058,0.218,0.316,0.313,0.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405516,1.226600,0.324709,-0.000934,0.008800,-0.000500,0.999961,0.413202,1.124882,0.200910,0.007583,-0.061728,-0.040318,0.997250,0.511357,0.814229,0.246626,0.008000,0.003538,-0.001354,-0.999961
