time,pd_4,pd_7,pd_8,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,pm_12,pm_13,pm_14,pm_15,pm_16,mocap_1,mocap_2,mocap_3,mocap_4,mocap_5,mocap_6,mocap_7,mocap_8,mocap_9,mocap_10,mocap_11,mocap_12,mocap_13,mocap_14,mocap_15,mocap_16,mocap_17,mocap_18,mocap_19,mocap_20,mocap_21
0.002241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496439,1.229726,0.352917,-0.000179,0.000407,-0.000073,1.000000,0.554644,1.127662,0.263396,-0.000415,0.001414,0.000202,0.999999,0.596030,0.830069,0.255434,-0.081017,-0.001091,0.005783,0.996695
0.022828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496439,1.229726,0.352917,-0.000179,0.000407,-0.000073,1.000000,0.554644,1.127662,0.263396,-0.000415,0.001414,0.000202,0.999999,0.596030,0.830069,0.255434,-0.081017,-0.001091,0.005783,0.996695
0.033114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496437,1.229728,0.352917,-0.000169,0.000409,-0.000062,1.000000,0.554649,1.127660,0.263397,-0.000444,0.001432,0.000203,0.999999,0.596011,0.830081,0.255429,-0.081061,-0.001120,0.005789,0.996692
0.043418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496437,1.229728,0.352917,-0.000169,0.000409,-0.000062,1.000000,0.554649,1.127660,0.263397,-0.000444,0.001432,0.000203,0.999999,0.596011,0.830081,0.255429,-0.081061,-0.001120,0.005789,0.996692
0.053729,0.000,0.000,0.000,-0.023,-0.021,-0.028,-0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496437,1.229728,0.352917,-0.000169,0.000409,-0.000062,1.000000,0.554649,1.127660,0.263397,-0.000444,0.001432,0.000203,0.999999,0.596011,0.830081,0.255429,-0.081061,-0.001120,0.005789,0.996692
0.064081,0.000,0.000,0.000,-0.023,-0.021,-0.028,-0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496441,1.229729,0.352916,-0.000182,0.000412,-0.000075,1.000000,0.554651,1.127664,0.263398,-0.000460,0.001426,0.000151,0.999999,0.596010,0.830083,0.255431,-0.081066,-0.001115,0.005787,0.996691
0.074334,0.000,0.000,0.000,-0.023,-0.021,-0.028,-0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496444,1.229729,0.352915,-0.000172,0.000412,-0.000068,1.000000,0.554644,1.127662,0.263398,-0.000435,0.001388,0.000245,0.999999,0.596012,0.830084,0.255430,-0.081060,-0.001114,0.005792,0.996692
0.084612,0.000,0.000,0.000,-0.023,-0.021,-0.028,-0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496444,1.229729,0.352915,-0.000172,0.000412,-0.000068,1.000000,0.554644,1.127662,0.263398,-0.000435,0.001388,0.000245,0.999999,0.596012,0.830084,0.255430,-0.081060,-0.001114,0.005792,0.996692
0.094914,0.000,0.000,0.000,-0.023,-0.021,-0.028,-0.022,-0.014,0.005,-0.070,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496440,1.229730,0.352917,-0.000172,0.000409,-0.000074,1.000000,0.554649,1.127656,0.263398,-0.000428,0.001409,0.000216,0.999999,0.596015,0.830086,0.255432,-0.081065,-0.001124,0.005794,0.996691
