time,pd_4,pd_7,pd_8,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,pm_12,pm_13,pm_14,pm_15,pm_16,mocap_1,mocap_2,mocap_3,mocap_4,mocap_5,mocap_6,mocap_7,mocap_8,mocap_9,mocap_10,mocap_11,mocap_12,mocap_13,mocap_14,mocap_15,mocap_16,mocap_17,mocap_18,mocap_19,mocap_20,mocap_21,
0.001658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496627,1.229648,0.352379,-0.00036,0.000638,0.000006,1,0.554827,1.127911,0.263005,-0.841655,-0.01504,0.539805,-0.000039,0.596053,0.826739,0.254515,-0.075754,-0.000982,0.00911,0.997084
0.043483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496632,1.229656,0.352381,-0.000344,0.000632,0.000014,1,0.55484,1.127911,0.263006,-0.841653,-0.015026,0.53981,-0.000034,0.596057,0.826743,0.254509,-0.075743,-0.000983,0.009114,0.997085
0.053915,0,0,0,0,-0.04,-0.043,-0.06,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,0.496633,1.229656,0.352379,-0.000347,0.000639,0.000009,1,0.554834,1.127914,0.263005,-0.841641,-0.015034,0.539827,-0.000042,0.596059,0.82674,0.254511,-0.075746,-0.000987,0.009116,0.997085
0.064252,0,0,0,0,-0.04,-0.043,-0.06,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,0.496634,1.229655,0.352379,-0.000349,0.000637,0.000007,1,0.554838,1.127914,0.263008,-0.841608,-0.015072,0.539879,-0.000046,0.59606,0.82674,0.254512,-0.075753,-0.00098,0.009117,0.997084
0.074681,0,0,0,0,-0.04,-0.043,-0.06,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,0.49663,1.229654,0.352386,-0.000347,0.000635,0.000008,1,0.554837,1.127913,0.263004,-0.841635,-0.015056,0.539836,-0.000051,0.596061,0.82674,0.254513,-0.075751,-0.000984,0.009119,0.997085
0.085013,0,0,0,0,-0.04,-0.043,-0.06,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,0.49663,1.229654,0.352386,-0.000347,0.000635,0.000008,1,0.554837,1.127913,0.263004,-0.841635,-0.015056,0.539836,-0.000051,0.596061,0.82674,0.254513,-0.075751,-0.000984,0.009119,0.997085
0.095246,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,0,0,0,0,0,0,0,0,0.496628,1.229658,0.352382,-0.000339,0.00064,0.000011,1,0.554833,1.127914,0.263002,-0.841633,-0.01504,0.53984,-0.000035,0.596089,0.826749,0.254528,-0.075757,-0.000956,0.009119,0.997084
0.105438,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,0,0,0,0,0,0,0,0,0.496628,1.229653,0.352382,-0.000344,0.000634,0.000008,1,0.554835,1.127908,0.263004,-0.84163,-0.015033,0.539845,-0.000042,0.596051,0.826742,0.254513,-0.075746,-0.00098,0.009118,0.997085
0.115675,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,0,0,0,0,0,0,0,0,0.496628,1.229653,0.352382,-0.000344,0.000634,0.000008,1,0.554835,1.127908,0.263004,-0.84163,-0.015033,0.539845,-0.000042,0.596051,0.826742,0.254513,-0.075746,-0.00098,0.009118,0.997085
0.125924,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,0,0,0,0,0,0,0,0,0.496625,1.229654,0.352387,-0.000351,0.000629,0.000008,1,0.55483,1.127906,0.263002,-0.84164,-0.015064,0.539829,-0.000034,0.596082,0.826745,0.254532,-0.075767,-0.00095,0.009123,0.997083
0.136154,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0,0,0,0,0.496625,1.229654,0.352387,-0.000351,0.000629,0.000008,1,0.55483,1.127906,0.263002,-0.84164,-0.015064,0.539829,-0.000034,0.596082,0.826745,0.254532,-0.075767,-0.00095,0.009123,0.997083
0.146411,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0,0,0,0,0.496627,1.229651,0.352385,-0.000356,0.00064,0.000005,1,0.554837,1.127909,0.263,-0.841638,-0.015075,0.539832,-0.000025,0.596087,0.826746,0.254528,-0.075763,-0.000946,0.009124,0.997084
0.156671,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0,0,0,0,0.496631,1.22965,0.352385,-0.000361,0.000644,-0.000001,1,0.554841,1.127913,0.263004,-0.841642,-0.015025,0.539827,-0.00004,0.596089,0.826748,0.254533,-0.075762,-0.000949,0.009117,0.997084
0.166947,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0,0,0,0,0.496629,1.229653,0.352387,-0.000338,0.000633,0.000008,1,0.554843,1.12791,0.263003,-0.841646,-0.015014,0.539821,-0.000032,0.596089,0.826746,0.254535,-0.075764,-0.000944,0.009124,0.997084
0.177475,0,0,0,0,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496629,1.229653,0.352387,-0.000338,0.000633,0.000008,1,0.554843,1.12791,0.263003,-0.841646,-0.015014,0.539821,-0.000032,0.596089,0.826746,0.254535,-0.075764,-0.000944,0.009124,0.997084
0.188027,0.873,0,0,0.873,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496631,1.229647,0.352384,-0.000358,0.00064,0.000004,1,0.554832,1.127912,0.263005,-0.841628,-0.015042,0.539849,-0.000032,0.596089,0.826741,0.254534,-0.075761,-0.000947,0.009123,0.997084
0.198549,0.873,0,0,0.873,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496629,1.229652,0.352383,-0.000339,0.000634,0.000005,1,0.554842,1.127908,0.263003,-0.841633,-0.015047,0.53984,-0.000045,0.596086,0.826741,0.254535,-0.075771,-0.000943,0.009123,0.997083
0.209116,0.873,0,0,0.873,-0.04,-0.043,-0.06,-0.059,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496629,1.229652,0.352383,-0.000339,0.000634,0.000005,1,0.554842,1.127908,0.263003,-0.841633,-0.015047,0.53984,-0.000045,0.596086,0.826741,0.254535,-0.075771,-0.000943,0.009123,0.997083
0.219466,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496634,1.229653,0.35238,-0.000341,0.000631,0.000015,1,0.554847,1.127913,0.263006,-0.841639,-0.015014,0.539831,-0.000054,0.596092,0.826746,0.254534,-0.07577,-0.000949,0.009124,0.997083
0.229784,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496634,1.229653,0.35238,-0.000341,0.000631,0.000015,1,0.554847,1.127913,0.263006,-0.841639,-0.015014,0.539831,-0.000054,0.596092,0.826746,0.254534,-0.07577,-0.000949,0.009124,0.997083
0.239978,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229649,0.352384,-0.000346,0.000632,0.000003,1,0.554863,1.127913,0.26301,-0.841661,-0.015072,0.539796,-0.000053,0.596089,0.826745,0.254535,-0.075769,-0.000942,0.009126,0.997083
0.25023,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229649,0.352384,-0.000346,0.000632,0.000003,1,0.554863,1.127913,0.26301,-0.841661,-0.015072,0.539796,-0.000053,0.596089,0.826745,0.254535,-0.075769,-0.000942,0.009126,0.997083
0.260448,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.033,30.806,-0.08,-0.004,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229649,0.352384,-0.000346,0.000632,0.000003,1,0.554863,1.127913,0.26301,-0.841661,-0.015072,0.539796,-0.000053,0.596089,0.826745,0.254535,-0.075769,-0.000942,0.009126,0.997083
0.270728,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496633,1.22965,0.352381,-0.000338,0.000633,0.000007,1,0.554849,1.12791,0.263006,-0.84164,-0.01504,0.539829,-0.000034,0.596088,0.826743,0.254538,-0.075774,-0.000943,0.009125,0.997083
0.280946,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229653,0.352382,-0.00034,0.000636,0.000008,1,0.554856,1.127915,0.263006,-0.841645,-0.015043,0.539821,-0.000038,0.596089,0.826744,0.254536,-0.075778,-0.000947,0.009133,0.997082
0.291135,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229653,0.352382,-0.00034,0.000636,0.000008,1,0.554856,1.127915,0.263006,-0.841645,-0.015043,0.539821,-0.000038,0.596089,0.826744,0.254536,-0.075778,-0.000947,0.009133,0.997082
0.301408,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.023,-0.036,0.048,-0.035,0.348,0.353,0.351,0.365,0.496636,1.229653,0.352382,-0.00034,0.000636,0.000008,1,0.554856,1.127915,0.263006,-0.841645,-0.015043,0.539821,-0.000038,0.596089,0.826744,0.254536,-0.075778,-0.000947,0.009133,0.997082
0.311806,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.348,0.353,0.351,0.365,0.496627,1.229649,0.352384,-0.000341,0.000633,0.000008,1,0.55485,1.127916,0.263004,-0.841652,-0.015043,0.539811,-0.000038,0.596093,0.826745,0.254538,-0.075764,-0.000949,0.009133,0.997083
0.3222,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.348,0.353,0.351,0.365,0.496627,1.229649,0.352384,-0.000341,0.000633,0.000008,1,0.55485,1.127916,0.263004,-0.841652,-0.015043,0.539811,-0.000038,0.596093,0.826745,0.254538,-0.075764,-0.000949,0.009133,0.997083
0.332572,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.348,0.353,0.351,0.365,0.496627,1.229649,0.352384,-0.000341,0.000633,0.000008,1,0.55485,1.127916,0.263004,-0.841652,-0.015043,0.539811,-0.000038,0.596093,0.826745,0.254538,-0.075764,-0.000949,0.009133,0.997083
0.342837,0.873,0,0,0.873,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.348,0.353,0.351,0.365,0.496627,1.229649,0.352384,-0.000341,0.000633,0.000008,1,0.55485,1.127916,0.263004,-0.841652,-0.015043,0.539811,-0.000038,0.596093,0.826745,0.254538,-0.075764,-0.000949,0.009133,0.997083
0.353219,1.747,0,0,1.747,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496627,1.22965,0.352383,-0.00034,0.000641,0.000014,1,0.554839,1.127912,0.263007,-0.841629,-0.015085,0.539846,-0.000038,0.596088,0.826745,0.254535,-0.075773,-0.000943,0.009131,0.997083
0.363612,1.747,0,0,1.747,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496627,1.22965,0.352383,-0.00034,0.000641,0.000014,1,0.554839,1.127912,0.263007,-0.841629,-0.015085,0.539846,-0.000038,0.596088,0.826745,0.254535,-0.075773,-0.000943,0.009131,0.997083
0.373878,1.747,0,0,1.747,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496627,1.22965,0.352383,-0.00034,0.000641,0.000014,1,0.554839,1.127912,0.263007,-0.841629,-0.015085,0.539846,-0.000038,0.596088,0.826745,0.254535,-0.075773,-0.000943,0.009131,0.997083
0.384203,1.747,0,0,1.747,-0.039,-0.046,-0.06,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496619,1.229639,0.352387,-0.000345,0.000636,0.000007,1,0.554847,1.127911,0.263005,-0.841646,-0.015041,0.53982,-0.000046,0.596094,0.826744,0.254538,-0.075765,-0.000943,0.009132,0.997083
0.394577,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496619,1.229639,0.352387,-0.000345,0.000636,0.000007,1,0.554847,1.127911,0.263005,-0.841646,-0.015041,0.53982,-0.000046,0.596094,0.826744,0.254538,-0.075765,-0.000943,0.009132,0.997083
0.404856,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496628,1.229646,0.35238,-0.00036,0.000648,0.00001,1,0.554855,1.127909,0.263007,-0.841638,-0.015053,0.539832,-0.000034,0.59609,0.826743,0.254539,-0.075774,-0.000939,0.009135,0.997083
0.415202,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496628,1.229646,0.35238,-0.00036,0.000648,0.00001,1,0.554855,1.127909,0.263007,-0.841638,-0.015053,0.539832,-0.000034,0.59609,0.826743,0.254539,-0.075774,-0.000939,0.009135,0.997083
0.425598,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.035,30.869,-0.083,-0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496628,1.229646,0.35238,-0.00036,0.000648,0.00001,1,0.554855,1.127909,0.263007,-0.841638,-0.015053,0.539832,-0.000034,0.59609,0.826743,0.254539,-0.075774,-0.000939,0.009135,0.997083
0.435889,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496629,1.22965,0.352381,-0.00035,0.000643,0.000003,1,0.554851,1.127908,0.263007,-0.841646,-0.015048,0.539819,-0.00004,0.596087,0.826744,0.254537,-0.075776,-0.000936,0.009129,0.997083
0.446166,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496629,1.22965,0.352381,-0.00035,0.000643,0.000003,1,0.554851,1.127908,0.263007,-0.841646,-0.015048,0.539819,-0.00004,0.596087,0.826744,0.254537,-0.075776,-0.000936,0.009129,0.997083
0.456558,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496629,1.22965,0.352381,-0.00035,0.000643,0.000003,1,0.554851,1.127908,0.263007,-0.841646,-0.015048,0.539819,-0.00004,0.596087,0.826744,0.254537,-0.075776,-0.000936,0.009129,0.997083
0.466828,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.036,0.04,-0.036,0.335,0.363,0.353,0.367,0.496627,1.229651,0.352387,-0.000349,0.000646,0.000005,1,0.554845,1.127912,0.263003,-0.841655,-0.015075,0.539805,-0.000036,0.596085,0.826744,0.254539,-0.075777,-0.000935,0.009136,0.997083
0.477101,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.335,0.363,0.353,0.367,0.496627,1.229651,0.352387,-0.000349,0.000646,0.000005,1,0.554845,1.127912,0.263003,-0.841655,-0.015075,0.539805,-0.000036,0.596085,0.826744,0.254539,-0.075777,-0.000935,0.009136,0.997083
0.487361,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.335,0.363,0.353,0.367,0.496627,1.229651,0.352387,-0.000349,0.000646,0.000005,1,0.554845,1.127912,0.263003,-0.841655,-0.015075,0.539805,-0.000036,0.596085,0.826744,0.254539,-0.075777,-0.000935,0.009136,0.997083
0.497569,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.335,0.363,0.353,0.367,0.496631,1.229647,0.35238,-0.000362,0.000648,0.000006,1,0.554836,1.127909,0.263002,-0.841659,-0.015082,0.539799,-0.000036,0.596085,0.826746,0.254538,-0.075773,-0.000948,0.00913,0.997083
0.507807,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.335,0.363,0.353,0.367,0.496627,1.229647,0.352386,-0.000351,0.000643,0.000003,1,0.554851,1.127912,0.263007,-0.841642,-0.015031,0.539827,-0.000052,0.596094,0.826745,0.254535,-0.075774,-0.000954,0.009129,0.997083
0.517992,1.747,0,0,1.747,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229647,0.352386,-0.000351,0.000643,0.000003,1,0.554851,1.127912,0.263007,-0.841642,-0.015031,0.539827,-0.000052,0.596094,0.826745,0.254535,-0.075774,-0.000954,0.009129,0.997083
0.528266,2,0,0,2,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496632,1.22965,0.352384,-0.000352,0.00064,0.000003,1,0.554849,1.127913,0.263005,-0.841622,-0.015032,0.539858,-0.000049,0.596088,0.826744,0.254536,-0.075769,-0.000947,0.00913,0.997083
0.53866,2,0,0,2,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229648,0.352381,-0.000357,0.000644,0.000014,1,0.554838,1.127913,0.263003,-0.841623,-0.015056,0.539855,-0.000025,0.59609,0.826746,0.254533,-0.075769,-0.000954,0.009135,0.997083
0.548964,2,0,0,2,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229648,0.352381,-0.000357,0.000644,0.000014,1,0.554838,1.127913,0.263003,-0.841623,-0.015056,0.539855,-0.000025,0.59609,0.826746,0.254533,-0.075769,-0.000954,0.009135,0.997083
0.559323,2,0,0,2,-0.04,-0.044,-0.059,-0.057,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229646,0.352383,-0.000356,0.000653,0.000006,1,0.554848,1.12791,0.263006,-0.84166,-0.015026,0.539799,-0.000039,0.596089,0.826745,0.254536,-0.075777,-0.000944,0.009126,0.997083
0.569606,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229646,0.352383,-0.000356,0.000653,0.000006,1,0.554848,1.12791,0.263006,-0.84166,-0.015026,0.539799,-0.000039,0.596089,0.826745,0.254536,-0.075777,-0.000944,0.009126,0.997083
0.579873,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496627,1.229646,0.352383,-0.000356,0.000653,0.000006,1,0.554848,1.12791,0.263006,-0.84166,-0.015026,0.539799,-0.000039,0.596089,0.826745,0.254536,-0.075777,-0.000944,0.009126,0.997083
0.590089,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496632,1.229643,0.35238,-0.000358,0.00065,0.000006,1,0.55485,1.127911,0.263005,-0.841658,-0.015082,0.5398,-0.000037,0.596091,0.826748,0.254531,-0.075761,-0.00095,0.009127,0.997084
0.600318,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.033,30.876,-0.083,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496634,1.229647,0.352379,-0.00036,0.00065,0.000009,1,0.554839,1.127914,0.263003,-0.841635,-0.015061,0.539836,-0.000042,0.596082,0.826745,0.254533,-0.07577,-0.00094,0.009124,0.997083
0.610561,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496634,1.229647,0.352379,-0.00036,0.00065,0.000009,1,0.554839,1.127914,0.263003,-0.841635,-0.015061,0.539836,-0.000042,0.596082,0.826745,0.254533,-0.07577,-0.00094,0.009124,0.997083
0.62077,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496626,1.229651,0.352382,-0.000344,0.000639,0.000008,1,0.554837,1.127912,0.263003,-0.841641,-0.015058,0.539827,-0.000025,0.59609,0.826747,0.254531,-0.075762,-0.000949,0.009126,0.997084
0.631031,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496626,1.229651,0.352382,-0.000344,0.000639,0.000008,1,0.554837,1.127912,0.263003,-0.841641,-0.015058,0.539827,-0.000025,0.59609,0.826747,0.254531,-0.075762,-0.000949,0.009126,0.997084
0.641183,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.028,-0.042,0.04,-0.035,0.348,0.345,0.366,0.356,0.496626,1.229651,0.352382,-0.000344,0.000639,0.000008,1,0.554837,1.127912,0.263003,-0.841641,-0.015058,0.539827,-0.000025,0.59609,0.826747,0.254531,-0.075762,-0.000949,0.009126,0.997084
0.651354,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.345,0.366,0.356,0.496627,1.229645,0.352392,-0.000361,0.000628,0.000007,1,0.554854,1.127915,0.263009,-0.841656,-0.015068,0.539804,-0.000042,0.596088,0.826745,0.254532,-0.075764,-0.000949,0.009129,0.997083
0.661528,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.345,0.366,0.356,0.496627,1.229645,0.352392,-0.000361,0.000628,0.000007,1,0.554854,1.127915,0.263009,-0.841656,-0.015068,0.539804,-0.000042,0.596088,0.826745,0.254532,-0.075764,-0.000949,0.009129,0.997083
0.671713,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.345,0.366,0.356,0.496626,1.229651,0.352386,-0.000344,0.000625,0.000013,1,0.554837,1.127914,0.263004,-0.841636,-0.014993,0.539837,-0.000038,0.596059,0.82674,0.254517,-0.075754,-0.000973,0.009131,0.997084
0.681924,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.345,0.366,0.356,0.496622,1.229646,0.352389,-0.000354,0.000633,0.000015,1,0.554837,1.127914,0.263005,-0.84165,-0.015044,0.539814,-0.000025,0.596086,0.826745,0.254527,-0.075751,-0.000952,0.009126,0.997085
0.692097,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496621,1.229649,0.352388,-0.000345,0.000629,0.000011,1,0.554831,1.127916,0.263004,-0.841648,-0.015046,0.539818,-0.000044,0.596087,0.826746,0.254529,-0.075759,-0.000955,0.009121,0.997084
0.70225,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496621,1.229649,0.352388,-0.000345,0.000629,0.000011,1,0.554831,1.127916,0.263004,-0.841648,-0.015046,0.539818,-0.000044,0.596087,0.826746,0.254529,-0.075759,-0.000955,0.009121,0.997084
0.712408,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496626,1.229651,0.352386,-0.000349,0.000624,0.000007,1,0.554835,1.127914,0.263002,-0.841624,-0.015066,0.539853,-0.000047,0.596068,0.826739,0.254514,-0.075747,-0.000979,0.009122,0.997085
0.722605,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496627,1.229649,0.352388,-0.000354,0.000627,0.000009,1,0.554843,1.127914,0.263004,-0.84164,-0.015017,0.53983,-0.00004,0.59606,0.826741,0.254512,-0.075756,-0.000981,0.009128,0.997084
0.732803,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496627,1.229649,0.352388,-0.000354,0.000627,0.000009,1,0.554843,1.127914,0.263004,-0.84164,-0.015017,0.53983,-0.00004,0.59606,0.826741,0.254512,-0.075756,-0.000981,0.009128,0.997084
0.743061,2,0,0,2,-0.04,-0.044,-0.06,-0.05,-0.032,30.879,-0.078,0.001,-0.026,-0.042,0.048,-0.036,0.348,0.356,0.349,0.36,0.496627,1.229649,0.352388,-0.000354,0.000627,0.000009,1,0.554843,1.127914,0.263004,-0.84164,-0.015017,0.53983,-0.00004,0.59606,0.826741,0.254512,-0.075756,-0.000981,0.009128,0.997084
