step_id,time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw,mocap_time_rel_s,config_seg1_psi,config_max_psi
0.0,0.013097438,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268328,1.230644,0.360335,0.00134,0.008007,0.00104,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281069,0.800059,0.376703,0.062418,0.009972,-0.012343,0.997924,0.004647978,2.0,0.0
1.0,0.15676622,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
2.0,0.15689805,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
3.0,0.15692994,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
4.0,0.15704371,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
5.0,0.15707403,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
6.0,0.1571028,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
7.0,0.15712626,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
8.0,0.15714642,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
9.0,0.1571669,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
10.0,0.15718926,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
11.0,0.1572104,2.0,2.0,2.0,2.0,0.92743945,0.8301797,-0.00154687,0.01996875,-8.789e-05,-0.00166992,0.00564258,0.00346289,0.03281836,0.5360273,0.3879668,0.34003124,0.00063281,0.00010547,0.00759375,-0.00010547,0.268329,1.230646,0.360333,0.001344,0.008008,0.00105,0.999967,0.239238,1.117749,0.359988,0.003077,0.009788,6.3e-05,0.999947,0.281152,0.800067,0.376736,0.061301,0.009955,-0.013319,0.997981,0.13439043,2.0,0.0
