step_id,time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw,mocap_time_rel_s,config_seg1_psi,config_max_psi
0.0,0.016780008,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268105,1.230719,0.360478,0.001817,0.008272,0.000982,0.999964,0.239913,1.117752,0.36005,0.00288,0.008194,0.000415,0.999962,0.280813,0.796517,0.377047,0.063022,0.009129,-0.014261,0.997869,0.005650237,2.0,0.0
1.0,0.10666819,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
2.0,0.106758446,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
3.0,0.10678021,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
4.0,0.10679743,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
5.0,0.1068243,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
6.0,0.10683984,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
7.0,0.10685442,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
8.0,0.10686807,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
9.0,0.10688144,2.0,2.0,2.0,2.0,0.9389707,0.8252227,0.00332227,0.02100586,0.00311133,1.758e-05,-0.00615234,0.00124805,-0.00026367,0.55451953,0.41067773,0.37204102,-0.00339258,0.00070312,-0.00418359,-0.01200586,0.268108,1.230717,0.360477,0.001822,0.008276,0.000978,0.999964,0.239927,1.117751,0.360051,0.0029,0.008157,0.000399,0.999962,0.280811,0.796744,0.377178,0.062411,0.009114,-0.014148,0.997909,0.0915844,2.0,0.0
