step_id,time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw,mocap_time_rel_s,config_seg1_psi,config_max_psi
0.0,0.004880863,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267989,1.230679,0.360511,0.001758,0.008188,0.000873,0.999965,0.239685,1.117777,0.36012,0.002547,0.007689,0.000538,0.999967,0.280091,0.795011,0.373823,0.071901,0.008738,-0.016141,0.997243,-0.00605508,2.0,0.0
1.0,0.031556163,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267989,1.230679,0.360511,0.001758,0.008188,0.000873,0.999965,0.239685,1.117777,0.36012,0.002547,0.007689,0.000538,0.999967,0.280091,0.795011,0.373823,0.071901,0.008738,-0.016141,0.997243,-0.00605508,2.0,0.0
2.0,0.031619437,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267989,1.230679,0.360511,0.001758,0.008188,0.000873,0.999965,0.239685,1.117777,0.36012,0.002547,0.007689,0.000538,0.999967,0.280091,0.795011,0.373823,0.071901,0.008738,-0.016141,0.997243,-0.00605508,2.0,0.0
3.0,0.040108368,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267986,1.230679,0.360509,0.001759,0.008195,0.00087,0.999964,0.239685,1.117779,0.360115,0.002544,0.007665,0.000534,0.999967,0.28009,0.795082,0.373872,0.071706,0.008728,-0.016128,0.997257,0.03167883,2.0,0.0
4.0,0.04566712,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267986,1.230679,0.360509,0.001759,0.008195,0.00087,0.999964,0.239685,1.117779,0.360115,0.002544,0.007665,0.000534,0.999967,0.28009,0.795082,0.373872,0.071706,0.008728,-0.016128,0.997257,0.03167883,2.0,0.0
5.0,0.065775245,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267992,1.23068,0.360508,0.001758,0.008194,0.00087,0.999964,0.239686,1.117779,0.360118,0.002536,0.007672,0.000531,0.999967,0.280076,0.7952,0.373935,0.071421,0.008736,-0.016036,0.997279,0.04571787,2.0,0.0
6.0,0.065827385,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267992,1.23068,0.360508,0.001758,0.008194,0.00087,0.999964,0.239686,1.117779,0.360118,0.002536,0.007672,0.000531,0.999967,0.280076,0.7952,0.373935,0.071421,0.008736,-0.016036,0.997279,0.04571787,2.0,0.0
7.0,0.08371638,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.267987,1.230682,0.360513,0.001749,0.00819,0.000872,0.999965,0.23968,1.117778,0.360118,0.002546,0.007682,0.000517,0.999967,0.280095,0.795232,0.373959,0.07132,0.008722,-0.01603,0.997287,0.059378978,2.0,0.0
8.0,0.09545864,2.0,2.0,2.0,2.0,0.9283711,0.76770705,0.00050977,0.0365625,0.00857812,-0.00036914,0.00799805,0.00910547,0.11691211,0.609416,0.43017188,0.39837304,0.00166992,0.00485156,0.00177539,0.00428906,0.267988,1.230679,0.360513,0.001747,0.008192,0.00088,0.999965,0.239767,1.117727,0.360103,0.002833,0.008096,0.000285,0.999963,0.280068,0.795359,0.374018,0.071034,0.008742,-0.015941,0.997308,0.083612144,2.0,0.0
9.0,0.09557797,2.0,2.0,2.0,2.0,0.9283711,0.76770705,0.00050977,0.0365625,0.00857812,-0.00036914,0.00799805,0.00910547,0.11691211,0.609416,0.43017188,0.39837304,0.00166992,0.00485156,0.00177539,0.00428906,0.267988,1.230679,0.360513,0.001747,0.008192,0.00088,0.999965,0.239767,1.117727,0.360103,0.002833,0.008096,0.000285,0.999963,0.280068,0.795359,0.374018,0.071034,0.008742,-0.015941,0.997308,0.083612144,2.0,0.0
