step_id,time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw,mocap_time_rel_s,config_seg1_psi,config_max_psi
0.0,0.006959934,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268216,1.230692,0.360483,0.001321,0.007807,0.001115,0.999968,0.239726,1.117773,0.360018,0.002654,0.008886,0.000329,0.999957,0.28035,0.801112,0.374453,0.070811,0.009679,-0.016684,0.997303,-0.009225428,2.0,0.0
1.0,0.075681746,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
2.0,0.07593173,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
3.0,0.07602087,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
4.0,0.07607133,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
5.0,0.07610666,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
6.0,0.077125385,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
7.0,0.077301666,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
8.0,0.08726881,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
9.0,0.1050244,2.0,2.0,2.0,2.0,0.93130666,0.80834764,-0.00084375,0.02093555,0.0015293,0.01132031,0.00968555,0.01216406,0.06720117,0.54833204,0.39949805,0.34896094,-0.00021094,0.00740039,0.00221484,0.00588867,0.268213,1.230692,0.360483,0.001313,0.007807,0.001117,0.999968,0.239727,1.117774,0.36002,0.002642,0.008908,0.000341,0.999957,0.280236,0.801222,0.374382,0.070487,0.009893,-0.016772,0.997323,0.03212526,2.0,0.0
10.0,0.1129355,2.0,2.0,2.0,2.0,0.93130666,0.80834764,-0.00084375,0.02093555,0.0015293,0.01132031,0.00968555,0.01216406,0.06720117,0.54833204,0.39949805,0.34896094,-0.00021094,0.00740039,0.00221484,0.00588867,0.268211,1.230689,0.360483,0.001316,0.007808,0.001114,0.999968,0.239725,1.117773,0.360014,0.002645,0.008928,0.000316,0.999957,0.280178,0.801281,0.374379,0.070438,0.009941,-0.016675,0.997327,0.049564976,2.0,0.0
11.0,0.11929636,2.0,2.0,2.0,2.0,0.93130666,0.80834764,-0.00084375,0.02093555,0.0015293,0.01132031,0.00968555,0.01216406,0.06720117,0.54833204,0.39949805,0.34896094,-0.00021094,0.00740039,0.00221484,0.00588867,0.268211,1.230689,0.360483,0.001316,0.007808,0.001114,0.999968,0.239725,1.117773,0.360014,0.002645,0.008928,0.000316,0.999957,0.280178,0.801281,0.374379,0.070438,0.009941,-0.016675,0.997327,0.049564976,2.0,0.0
