time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000921,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011348,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531088,0.826015,0.191435,-0.019015,-0.002431,0.032250,0.999296
0.021732,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826014,0.191432,-0.019012,-0.002440,0.032258,0.999296
0.031949,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826014,0.191432,-0.019012,-0.002440,0.032258,0.999296
0.042086,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826014,0.191432,-0.019012,-0.002440,0.032258,0.999296
0.052353,2.000,0.000,0.000,0.000,-0.022000,0.021600,-0.033300,-0.030500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531082,0.826018,0.191435,-0.019004,-0.002435,0.032259,0.999296
0.062672,2.000,0.000,0.000,0.000,-0.022000,0.021600,-0.033300,-0.030500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531082,0.826018,0.191435,-0.019004,-0.002435,0.032259,0.999296
0.072899,2.000,0.000,0.000,0.000,-0.022000,0.021600,-0.033300,-0.030500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826017,0.191436,-0.019013,-0.002429,0.032256,0.999296
0.083060,2.000,0.000,0.000,0.000,-0.022000,0.021600,-0.033300,-0.030500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826017,0.191436,-0.019013,-0.002429,0.032256,0.999296
0.093281,2.000,0.000,0.000,0.000,-0.022000,0.021600,-0.033300,-0.030500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531086,0.826023,0.191432,-0.019004,-0.002442,0.032264,0.999296
