time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.001021,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011430,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829060,0.188153,-0.002946,-0.001979,0.023404,0.999720
0.021661,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829060,0.188153,-0.002946,-0.001979,0.023404,0.999720
0.031888,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528542,0.829062,0.188152,-0.002953,-0.001969,0.023411,0.999720
0.042097,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829061,0.188150,-0.002953,-0.001965,0.023405,0.999720
0.052269,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528547,0.829061,0.188151,-0.002949,-0.001970,0.023404,0.999720
0.062441,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829065,0.188151,-0.002953,-0.001972,0.023409,0.999720
0.072701,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829065,0.188151,-0.002953,-0.001972,0.023409,0.999720
0.082897,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829065,0.188151,-0.002953,-0.001972,0.023409,0.999720
0.093080,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829061,0.188154,-0.002955,-0.001970,0.023413,0.999720
0.103384,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829061,0.188154,-0.002955,-0.001970,0.023413,0.999720
0.113616,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528550,0.829061,0.188154,-0.002955,-0.001970,0.023413,0.999720
0.123755,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528547,0.829064,0.188152,-0.002954,-0.001968,0.023412,0.999720
0.133926,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,-0.038900,0.086300,0.090500,0.020200,0.000000,0.000000,0.000000,0.000000,0.528547,0.829064,0.188152,-0.002954,-0.001968,0.023412,0.999720
0.144097,0.000,0.000,0.000,0.000,-0.067000,-0.033300,-0.074100,-0.067000,-0.038900,0.086300,0.090500,0.020200,0.000000,0.000000,0.000000,0.000000,0.528539,0.829074,0.188159,-0.002955,-0.001986,0.023450,0.999719
