time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000555,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010958,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.021180,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031433,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.041676,2.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529120,0.813330,0.210755,-0.092105,-0.005620,0.017664,0.995577
0.051876,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529120,0.813330,0.210755,-0.092105,-0.005620,0.017664,0.995577
0.062158,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529120,0.813330,0.210755,-0.092105,-0.005620,0.017664,0.995577
0.072447,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529129,0.813325,0.210775,-0.092109,-0.005585,0.017700,0.995576
0.082922,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529129,0.813325,0.210775,-0.092109,-0.005585,0.017700,0.995576
0.093500,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529177,0.813382,0.210786,-0.091993,-0.005642,0.017716,0.995586
0.103778,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529177,0.813382,0.210787,-0.092004,-0.005644,0.017720,0.995585
0.113964,2.000,0.000,0.000,0.000,1.553000,1.541700,1.537500,1.548800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529178,0.813384,0.210786,-0.091997,-0.005649,0.017719,0.995586
