topology,median_nmse,mean_delay_decoding_index,std_delay_decoding_index,mean_inter_pouch_corr,mean_ccc,mean_sensitivity_psi_per_deg
coupled,0.842351408158826,4.92851317574632,5.05796912013875,0.99160732249763,0.902218498781663,0.00715190946414125
sealed,0.148061751887772,22.9180294095043,6.51904705809626,0.931293532714717,0.112402773010427,0.00440104980574851
