time,pd_4,pd_7,pd_8,pm_4_1,pm_4_2,pm_4_3,pm_4_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.186245,0.000,6.251,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.017,0.006,0.002,-0.087,0.496776,1.230023,0.353288,-0.000172,-0.000872,-0.000599,0.999999,0.555096,1.128205,0.263898,0.842863,0.014831,-0.537924,0.000306,0.593485,0.823782,0.256759,-0.082860,-0.002232,-0.002992,0.996554
0.196416,0.000,6.251,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.017,0.006,0.002,-0.087,0.496786,1.230028,0.353287,-0.000181,-0.000872,-0.000607,0.999999,0.555091,1.128201,0.263892,0.842861,0.014853,-0.537926,0.000312,0.593491,0.823782,0.256756,-0.082860,-0.002241,-0.002985,0.996554
0.206569,0.000,6.251,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.017,0.006,0.002,-0.087,0.496786,1.230028,0.353287,-0.000181,-0.000872,-0.000607,0.999999,0.555091,1.128201,0.263892,0.842861,0.014853,-0.537926,0.000312,0.593491,0.823782,0.256756,-0.082860,-0.002241,-0.002985,0.996554
0.216729,0.000,6.251,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.017,0.006,0.002,-0.087,0.496786,1.230028,0.353287,-0.000181,-0.000872,-0.000607,0.999999,0.555091,1.128201,0.263892,0.842861,0.014853,-0.537926,0.000312,0.593491,0.823782,0.256756,-0.082860,-0.002241,-0.002985,0.996554
0.226901,0.000,6.251,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.019,0.005,-0.001,-0.089,0.496776,1.230025,0.353286,-0.000182,-0.000874,-0.000594,0.999999,0.555092,1.128200,0.263895,0.842861,0.014863,-0.537925,0.000328,0.593488,0.823780,0.256758,-0.082857,-0.002235,-0.002986,0.996554
0.237084,0.000,6.425,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.019,0.005,-0.001,-0.089,0.496776,1.230025,0.353286,-0.000182,-0.000874,-0.000594,0.999999,0.555092,1.128200,0.263895,0.842861,0.014863,-0.537925,0.000328,0.593488,0.823780,0.256758,-0.082857,-0.002235,-0.002986,0.996554
0.247256,0.000,6.425,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.019,0.005,-0.001,-0.089,0.496776,1.230025,0.353286,-0.000182,-0.000874,-0.000594,0.999999,0.555092,1.128200,0.263895,0.842861,0.014863,-0.537925,0.000328,0.593488,0.823780,0.256758,-0.082857,-0.002235,-0.002986,0.996554
0.257387,0.000,6.425,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.019,0.005,-0.001,-0.089,0.496779,1.230033,0.353285,-0.000179,-0.000870,-0.000604,0.999999,0.555086,1.128196,0.263896,0.842867,0.014879,-0.537917,0.000309,0.593485,0.823781,0.256760,-0.082861,-0.002231,-0.002989,0.996554
0.267531,0.000,6.425,8.463,0.013,0.133,-0.001,0.005,0.023,0.043,-0.216,0.043,0.019,0.005,-0.001,-0.089,0.496779,1.230033,0.353285,-0.000179,-0.000870,-0.000604,0.999999,0.555086,1.128196,0.263896,0.842867,0.014879,-0.537917,0.000309,0.593485,0.823781,0.256760,-0.082861,-0.002231,-0.002989,0.996554
0.277710,0.000,6.425,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.019,0.005,-0.001,-0.089,0.496781,1.230030,0.353282,-0.000173,-0.000871,-0.000604,0.999999,0.555086,1.128200,0.263896,0.842856,0.014885,-0.537934,0.000308,0.593486,0.823780,0.256759,-0.082861,-0.002234,-0.002995,0.996554
0.287861,0.000,6.425,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.019,0.005,-0.001,-0.089,0.496781,1.230030,0.353282,-0.000173,-0.000871,-0.000604,0.999999,0.555086,1.128200,0.263896,0.842856,0.014885,-0.537934,0.000308,0.593486,0.823780,0.256759,-0.082861,-0.002234,-0.002995,0.996554
0.298051,0.000,6.425,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.019,0.005,-0.001,-0.089,0.496781,1.230030,0.353282,-0.000173,-0.000871,-0.000604,0.999999,0.555086,1.128200,0.263896,0.842856,0.014885,-0.537934,0.000308,0.593486,0.823780,0.256759,-0.082861,-0.002234,-0.002995,0.996554
0.308201,0.000,6.425,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.019,0.005,-0.001,-0.089,0.496781,1.230030,0.353282,-0.000173,-0.000871,-0.000604,0.999999,0.555086,1.128200,0.263896,0.842856,0.014885,-0.537934,0.000308,0.593486,0.823780,0.256759,-0.082861,-0.002234,-0.002995,0.996554
0.318354,0.000,6.425,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.017,0.010,-0.001,-0.085,0.496781,1.230024,0.353287,-0.000190,-0.000873,-0.000609,0.999999,0.555086,1.128199,0.263900,0.842858,0.014858,-0.537931,0.000290,0.593490,0.823780,0.256760,-0.082858,-0.002236,-0.002992,0.996554
0.328521,0.000,6.596,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.017,0.010,-0.001,-0.085,0.496781,1.230024,0.353287,-0.000190,-0.000873,-0.000609,0.999999,0.555086,1.128199,0.263900,0.842858,0.014858,-0.537931,0.000290,0.593490,0.823780,0.256760,-0.082858,-0.002236,-0.002992,0.996554
0.338671,0.000,6.596,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.017,0.010,-0.001,-0.085,0.496775,1.230025,0.353286,-0.000182,-0.000866,-0.000605,0.999999,0.555070,1.128205,0.263895,0.842848,0.014879,-0.537945,0.000292,0.593485,0.823784,0.256758,-0.082855,-0.002238,-0.002992,0.996555
0.348834,0.000,6.596,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.017,0.010,-0.001,-0.085,0.496777,1.230031,0.353290,-0.000162,-0.000874,-0.000602,0.999999,0.555073,1.128201,0.263896,0.842873,0.014827,-0.537909,0.000304,0.593480,0.823779,0.256759,-0.082856,-0.002227,-0.002996,0.996555
0.358965,0.000,6.596,8.360,0.013,0.133,-0.001,0.005,0.022,0.031,-0.210,0.043,0.017,0.010,-0.001,-0.085,0.496777,1.230031,0.353290,-0.000162,-0.000874,-0.000602,0.999999,0.555073,1.128201,0.263896,0.842873,0.014827,-0.537909,0.000304,0.593480,0.823779,0.256759,-0.082856,-0.002227,-0.002996,0.996555
0.369110,0.000,6.596,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.010,-0.001,-0.085,0.496782,1.230025,0.353283,-0.000180,-0.000866,-0.000605,0.999999,0.555090,1.128200,0.263904,0.842894,0.014811,-0.537876,0.000328,0.593480,0.823779,0.256760,-0.082860,-0.002232,-0.002996,0.996554
0.379272,0.000,6.596,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.010,-0.001,-0.085,0.496782,1.230025,0.353283,-0.000180,-0.000866,-0.000605,0.999999,0.555090,1.128200,0.263904,0.842894,0.014811,-0.537876,0.000328,0.593480,0.823779,0.256760,-0.082860,-0.002232,-0.002996,0.996554
0.389390,0.000,6.596,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.010,-0.001,-0.085,0.496782,1.230025,0.353283,-0.000180,-0.000866,-0.000605,0.999999,0.555090,1.128200,0.263904,0.842894,0.014811,-0.537876,0.000328,0.593480,0.823779,0.256760,-0.082860,-0.002232,-0.002996,0.996554
0.399537,0.000,6.596,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.010,-0.001,-0.085,0.496778,1.230029,0.353286,-0.000185,-0.000864,-0.000609,0.999999,0.555079,1.128201,0.263893,0.842879,0.014808,-0.537899,0.000292,0.593484,0.823778,0.256755,-0.082852,-0.002234,-0.003000,0.996555
0.409701,0.000,6.596,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.009,0.002,-0.085,0.496778,1.230029,0.353286,-0.000185,-0.000864,-0.000609,0.999999,0.555079,1.128201,0.263893,0.842879,0.014808,-0.537899,0.000292,0.593484,0.823778,0.256755,-0.082852,-0.002234,-0.003000,0.996555
0.419863,0.000,6.766,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.009,0.002,-0.085,0.496778,1.230029,0.353286,-0.000185,-0.000864,-0.000609,0.999999,0.555079,1.128201,0.263893,0.842879,0.014808,-0.537899,0.000292,0.593484,0.823778,0.256755,-0.082852,-0.002234,-0.003000,0.996555
0.430036,0.000,6.766,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.009,0.002,-0.085,0.496775,1.230032,0.353288,-0.000181,-0.000867,-0.000595,0.999999,0.555085,1.128202,0.263892,0.842873,0.014827,-0.537909,0.000295,0.593484,0.823778,0.256754,-0.082852,-0.002231,-0.003003,0.996555
0.440211,0.000,6.766,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.009,0.002,-0.085,0.496775,1.230032,0.353288,-0.000181,-0.000867,-0.000595,0.999999,0.555085,1.128202,0.263892,0.842873,0.014827,-0.537909,0.000295,0.593484,0.823778,0.256754,-0.082852,-0.002231,-0.003003,0.996555
0.450423,0.000,6.766,8.248,0.013,0.133,-0.001,0.005,0.022,0.033,-0.216,0.045,0.017,0.009,0.002,-0.085,0.496775,1.230032,0.353288,-0.000181,-0.000867,-0.000595,0.999999,0.555085,1.128202,0.263892,0.842873,0.014827,-0.537909,0.000295,0.593484,0.823778,0.256754,-0.082852,-0.002231,-0.003003,0.996555
0.460649,0.000,6.766,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.017,0.009,0.002,-0.085,0.496779,1.230029,0.353286,-0.000184,-0.000862,-0.000601,0.999999,0.555087,1.128204,0.263900,0.842861,0.014878,-0.537925,0.000315,0.593481,0.823774,0.256757,-0.082848,-0.002228,-0.003009,0.996555
0.470859,0.000,6.766,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.017,0.009,0.002,-0.085,0.496779,1.230029,0.353286,-0.000184,-0.000862,-0.000601,0.999999,0.555087,1.128204,0.263900,0.842861,0.014878,-0.537925,0.000315,0.593481,0.823774,0.256757,-0.082848,-0.002228,-0.003009,0.996555
0.481047,0.000,6.766,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.017,0.009,0.002,-0.085,0.496779,1.230034,0.353283,-0.000164,-0.000872,-0.000594,0.999999,0.555083,1.128200,0.263894,0.842863,0.014837,-0.537924,0.000299,0.593488,0.823781,0.256753,-0.082844,-0.002230,-0.003007,0.996556
0.491297,0.000,6.766,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.017,0.009,0.002,-0.085,0.496779,1.230034,0.353283,-0.000164,-0.000872,-0.000594,0.999999,0.555083,1.128200,0.263894,0.842863,0.014837,-0.537924,0.000299,0.593488,0.823781,0.256753,-0.082844,-0.002230,-0.003007,0.996556
0.501457,0.000,6.766,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.019,0.007,0.003,-0.083,0.496781,1.230027,0.353285,-0.000178,-0.000878,-0.000602,0.999999,0.555083,1.128203,0.263899,0.842885,0.014857,-0.537888,0.000316,0.593482,0.823777,0.256758,-0.082842,-0.002233,-0.002998,0.996556
0.511653,0.000,6.933,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.019,0.007,0.003,-0.083,0.496781,1.230027,0.353285,-0.000178,-0.000878,-0.000602,0.999999,0.555083,1.128203,0.263899,0.842885,0.014857,-0.537888,0.000316,0.593482,0.823777,0.256758,-0.082842,-0.002233,-0.002998,0.996556
0.521817,0.000,6.933,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.019,0.007,0.003,-0.083,0.496781,1.230027,0.353285,-0.000178,-0.000878,-0.000602,0.999999,0.555083,1.128203,0.263899,0.842885,0.014857,-0.537888,0.000316,0.593482,0.823777,0.256758,-0.082842,-0.002233,-0.002998,0.996556
0.532019,0.000,6.933,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.019,0.007,0.003,-0.083,0.496786,1.230033,0.353286,-0.000174,-0.000870,-0.000601,0.999999,0.555093,1.128198,0.263901,0.842892,0.014823,-0.537878,0.000339,0.593486,0.823779,0.256754,-0.082847,-0.002229,-0.003005,0.996555
0.542275,0.000,6.933,8.129,0.013,0.133,-0.001,0.005,0.023,0.033,-0.215,0.044,0.019,0.007,0.003,-0.083,0.496779,1.230032,0.353286,-0.000170,-0.000877,-0.000597,0.999999,0.555068,1.128195,0.263896,0.842875,0.014868,-0.537904,0.000305,0.593491,0.823779,0.256753,-0.082835,-0.002236,-0.003007,0.996556
0.552518,0.000,6.933,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.019,0.007,0.003,-0.083,0.496779,1.230032,0.353286,-0.000170,-0.000877,-0.000597,0.999999,0.555068,1.128195,0.263896,0.842875,0.014868,-0.537904,0.000305,0.593491,0.823779,0.256753,-0.082835,-0.002236,-0.003007,0.996556
0.562737,0.000,6.933,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.019,0.007,0.003,-0.083,0.496785,1.230031,0.353283,-0.000177,-0.000872,-0.000605,0.999999,0.555067,1.128193,0.263897,0.842884,0.014855,-0.537890,0.000278,0.593488,0.823772,0.256754,-0.082839,-0.002228,-0.003010,0.996556
0.572950,0.000,6.933,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.019,0.007,0.003,-0.083,0.496785,1.230031,0.353283,-0.000177,-0.000872,-0.000605,0.999999,0.555067,1.128193,0.263897,0.842884,0.014855,-0.537890,0.000278,0.593488,0.823772,0.256754,-0.082839,-0.002228,-0.003010,0.996556
0.583210,0.000,6.933,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.019,0.007,0.003,-0.083,0.496782,1.230026,0.353286,-0.000174,-0.000874,-0.000599,0.999999,0.555085,1.128200,0.263895,0.842865,0.014834,-0.537920,0.000315,0.593485,0.823772,0.256752,-0.082828,-0.002229,-0.003047,0.996557
0.593449,0.000,6.933,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.017,0.010,0.006,-0.085,0.496782,1.230026,0.353286,-0.000174,-0.000874,-0.000599,0.999999,0.555085,1.128200,0.263895,0.842865,0.014834,-0.537920,0.000315,0.593485,0.823772,0.256752,-0.082828,-0.002229,-0.003047,0.996557
0.603689,0.000,7.096,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.017,0.010,0.006,-0.085,0.496782,1.230026,0.353286,-0.000174,-0.000874,-0.000599,0.999999,0.555085,1.128200,0.263895,0.842865,0.014834,-0.537920,0.000315,0.593485,0.823772,0.256752,-0.082828,-0.002229,-0.003047,0.996557
0.613951,0.000,7.096,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.017,0.010,0.006,-0.085,0.496794,1.230026,0.353283,-0.000183,-0.000862,-0.000612,0.999999,0.555083,1.128199,0.263898,0.842869,0.014846,-0.537914,0.000309,0.593482,0.823765,0.256751,-0.082822,-0.002224,-0.003060,0.996557
0.624189,0.000,7.096,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.017,0.010,0.006,-0.085,0.496794,1.230026,0.353283,-0.000183,-0.000862,-0.000612,0.999999,0.555083,1.128199,0.263898,0.842869,0.014846,-0.537914,0.000309,0.593482,0.823765,0.256751,-0.082822,-0.002224,-0.003060,0.996557
0.634411,0.000,7.096,8.003,0.013,0.133,-0.001,0.005,0.022,0.040,-0.210,0.043,0.017,0.010,0.006,-0.085,0.496794,1.230026,0.353283,-0.000183,-0.000862,-0.000612,0.999999,0.555083,1.128199,0.263898,0.842869,0.014846,-0.537914,0.000309,0.593482,0.823765,0.256751,-0.082822,-0.002224,-0.003060,0.996557
0.644618,0.000,7.096,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.010,0.006,-0.085,0.496783,1.230028,0.353285,-0.000176,-0.000866,-0.000603,0.999999,0.555089,1.128198,0.263896,0.842854,0.014842,-0.537937,0.000297,0.593465,0.823736,0.256750,-0.082798,-0.002221,-0.003212,0.996559
0.654892,0.000,7.096,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.010,0.006,-0.085,0.496783,1.230028,0.353285,-0.000176,-0.000866,-0.000603,0.999999,0.555089,1.128198,0.263896,0.842854,0.014842,-0.537937,0.000297,0.593465,0.823736,0.256750,-0.082798,-0.002221,-0.003212,0.996559
0.665154,0.000,7.096,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.010,0.006,-0.085,0.496783,1.230028,0.353285,-0.000176,-0.000866,-0.000603,0.999999,0.555089,1.128198,0.263896,0.842854,0.014842,-0.537937,0.000297,0.593465,0.823736,0.256750,-0.082798,-0.002221,-0.003212,0.996559
0.675396,0.000,7.096,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.010,0.006,-0.085,0.496787,1.230028,0.353283,-0.000169,-0.000863,-0.000603,0.999999,0.555079,1.128199,0.263895,0.842851,0.014851,-0.537943,0.000287,0.593467,0.823729,0.256750,-0.082797,-0.002229,-0.003238,0.996559
0.685643,0.000,7.096,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496787,1.230028,0.353283,-0.000169,-0.000863,-0.000603,0.999999,0.555079,1.128199,0.263895,0.842851,0.014851,-0.537943,0.000287,0.593467,0.823729,0.256750,-0.082797,-0.002229,-0.003238,0.996559
0.695876,0.000,7.257,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496787,1.230028,0.353283,-0.000169,-0.000863,-0.000603,0.999999,0.555079,1.128199,0.263895,0.842851,0.014851,-0.537943,0.000287,0.593467,0.823729,0.256750,-0.082797,-0.002229,-0.003238,0.996559
0.706117,0.000,7.257,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496780,1.230028,0.353285,-0.000176,-0.000865,-0.000595,0.999999,0.555072,1.128191,0.263898,0.842882,0.014860,-0.537892,0.000304,0.593451,0.823706,0.256749,-0.082775,-0.002216,-0.003359,0.996560
0.716344,0.000,7.257,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496780,1.230028,0.353285,-0.000174,-0.000863,-0.000600,0.999999,0.555084,1.128190,0.263900,0.842872,0.014833,-0.537909,0.000329,0.593437,0.823686,0.256747,-0.082761,-0.002213,-0.003456,0.996561
0.726577,0.000,7.257,7.870,0.013,0.133,-0.001,0.005,0.022,0.040,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496780,1.230028,0.353285,-0.000174,-0.000863,-0.000600,0.999999,0.555084,1.128190,0.263900,0.842872,0.014833,-0.537909,0.000329,0.593437,0.823686,0.256747,-0.082761,-0.002213,-0.003456,0.996561
0.736797,0.000,7.257,7.731,0.013,0.133,-0.001,0.005,0.023,0.043,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496780,1.230025,0.353286,-0.000181,-0.000862,-0.000600,0.999999,0.555075,1.128201,0.263895,0.842839,0.014858,-0.537960,0.000278,0.593426,0.823665,0.256744,-0.082748,-0.002191,-0.003547,0.996562
0.747036,0.000,7.257,7.731,0.013,0.133,-0.001,0.005,0.023,0.043,-0.217,0.045,0.017,0.012,0.010,-0.067,0.496774,1.230023,0.353293,-0.000155,-0.000873,-0.000581,1.000000,0.555080,1.128202,0.263901,0.842844,0.014893,-0.537952,0.000291,0.593403,0.823619,0.256752,-0.082703,-0.002217,-0.003732,0.996565
