time,pd_4,pd_3,pd_7,pd_8,pm_4_1,pm_4_2,pm_4_3,pm_4_4,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.002344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.013289,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023464,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353044,-0.000293,-0.000913,-0.000410,1.000000,0.555108,1.128106,0.263601,0.842651,0.014147,-0.538273,0.000333,0.598906,0.817365,0.260111,-0.098192,-0.003103,0.018489,0.994991
0.033650,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353044,-0.000293,-0.000913,-0.000410,1.000000,0.555108,1.128106,0.263601,0.842651,0.014147,-0.538273,0.000333,0.598906,0.817365,0.260111,-0.098192,-0.003103,0.018489,0.994991
0.043777,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353044,-0.000293,-0.000913,-0.000410,1.000000,0.555108,1.128106,0.263601,0.842651,0.014147,-0.538273,0.000333,0.598906,0.817365,0.260111,-0.098192,-0.003103,0.018489,0.994991
0.053941,6.078,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353045,-0.000303,-0.000911,-0.000415,1.000000,0.555121,1.128106,0.263602,0.842648,0.014125,-0.538280,0.000356,0.598903,0.817360,0.260112,-0.098193,-0.003103,0.018495,0.994991
0.064146,6.078,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353045,-0.000303,-0.000911,-0.000415,1.000000,0.555121,1.128106,0.263602,0.842648,0.014125,-0.538280,0.000356,0.598903,0.817360,0.260112,-0.098193,-0.003103,0.018495,0.994991
0.074358,6.078,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353045,-0.000303,-0.000911,-0.000415,1.000000,0.555121,1.128106,0.263602,0.842648,0.014125,-0.538280,0.000356,0.598903,0.817360,0.260112,-0.098193,-0.003103,0.018495,0.994991
0.084627,6.078,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353044,-0.000301,-0.000912,-0.000419,1.000000,0.555110,1.128104,0.263598,0.842655,0.014124,-0.538268,0.000330,0.598912,0.817359,0.260099,-0.098185,-0.003109,0.018511,0.994991
0.094801,6.078,2.000,8.558,0.000,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496692,1.229940,0.353046,-0.000282,-0.000913,-0.000410,1.000000,0.555113,1.128102,0.263599,0.842646,0.014157,-0.538282,0.000339,0.598904,0.817359,0.260111,-0.098190,-0.003096,0.018492,0.994991
0.104952,6.078,2.000,8.558,0.000,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496692,1.229940,0.353046,-0.000282,-0.000913,-0.000410,1.000000,0.555113,1.128102,0.263599,0.842646,0.014157,-0.538282,0.000339,0.598904,0.817359,0.260111,-0.098190,-0.003096,0.018492,0.994991
0.115114,6.078,2.000,8.558,0.000,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496688,1.229940,0.353040,-0.000301,-0.000912,-0.000412,1.000000,0.555111,1.128102,0.263602,0.842642,0.014138,-0.538289,0.000332,0.598904,0.817359,0.260113,-0.098187,-0.003104,0.018494,0.994991
0.125287,6.078,2.000,8.558,0.000,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496687,1.229940,0.353043,-0.000287,-0.000917,-0.000415,1.000000,0.555104,1.128101,0.263599,0.842674,0.014152,-0.538239,0.000366,0.598914,0.817354,0.260089,-0.098184,-0.003130,0.018519,0.994991
0.135476,6.078,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.000,0.000,0.000,0.000,0.496687,1.229940,0.353043,-0.000287,-0.000917,-0.000415,1.000000,0.555104,1.128101,0.263599,0.842674,0.014152,-0.538239,0.000366,0.598914,0.817354,0.260089,-0.098184,-0.003130,0.018519,0.994991
0.145655,6.078,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.000,0.000,0.000,0.000,0.496680,1.229935,0.353043,-0.000299,-0.000922,-0.000409,1.000000,0.555114,1.128106,0.263598,0.842666,0.014149,-0.538250,0.000361,0.598904,0.817361,0.260107,-0.098183,-0.003101,0.018497,0.994992
0.155818,6.078,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.000,0.000,0.000,0.000,0.496680,1.229935,0.353043,-0.000299,-0.000922,-0.000409,1.000000,0.555114,1.128106,0.263598,0.842666,0.014149,-0.538250,0.000361,0.598904,0.817361,0.260107,-0.098183,-0.003101,0.018497,0.994992
0.165992,6.078,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.000,0.000,0.000,0.000,0.496680,1.229935,0.353043,-0.000299,-0.000922,-0.000409,1.000000,0.555114,1.128106,0.263598,0.842666,0.014149,-0.538250,0.000361,0.598904,0.817361,0.260107,-0.098183,-0.003101,0.018497,0.994992
0.176157,6.078,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.068,0.059,0.029,-0.036,0.496685,1.229931,0.353046,-0.000300,-0.000918,-0.000418,1.000000,0.555118,1.128102,0.263605,0.842666,0.014101,-0.538252,0.000350,0.598903,0.817360,0.260108,-0.098192,-0.003104,0.018493,0.994991
0.186339,6.328,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.068,0.059,0.029,-0.036,0.496686,1.229936,0.353040,-0.000301,-0.000911,-0.000413,1.000000,0.555120,1.128102,0.263604,0.842652,0.014101,-0.538273,0.000339,0.598936,0.817350,0.260058,-0.098167,-0.003172,0.018544,0.994992
0.196461,6.328,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.068,0.059,0.029,-0.036,0.496684,1.229936,0.353041,-0.000299,-0.000912,-0.000410,1.000000,0.555122,1.128105,0.263605,0.842638,0.014119,-0.538295,0.000353,0.598909,0.817355,0.260093,-0.098176,-0.003117,0.018512,0.994992
0.206615,6.328,2.000,8.558,3.364,0.131,0.133,0.127,0.123,0.331,0.345,0.351,0.374,0.128,0.086,0.017,0.090,0.068,0.059,0.029,-0.036,0.496684,1.229936,0.353041,-0.000299,-0.000912,-0.000410,1.000000,0.555122,1.128105,0.263605,0.842638,0.014119,-0.538295,0.000353,0.598909,0.817355,0.260093,-0.098176,-0.003117,0.018512,0.994992
