step_id,time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2,Measured_pressure_Segment_3,Measured_pressure_Segment_4,Rigid_body_1_x,Rigid_body_1_y,Rigid_body_1_z,Rigid_body_1_qx,Rigid_body_1_qy,Rigid_body_1_qz,Rigid_body_1_qw,Rigid_body_2_x,Rigid_body_2_y,Rigid_body_2_z,Rigid_body_2_qx,Rigid_body_2_qy,Rigid_body_2_qz,Rigid_body_2_qw,Rigid_body_3_x,Rigid_body_3_y,Rigid_body_3_z,Rigid_body_3_qx,Rigid_body_3_qy,Rigid_body_3_qz,Rigid_body_3_qw,mocap_time_rel_s
0.0,0.008196526,3.0,1.0,1.0,1.0,,,,,,,,,0.262183,1.229892,0.36271,-0.000827,0.00693,-0.002265,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371672,-0.092637,-0.008339,0.025241,-0.995345,0.005501217
1.0,0.094791286,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
2.0,0.09494225,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
3.0,0.09497377,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
4.0,0.09500516,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
5.0,0.09502864,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
6.0,0.09505415,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
7.0,0.09507263,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
8.0,0.09509646,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
9.0,0.10372711,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
10.0,0.1123443,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262177,1.229892,0.362708,-0.000821,0.006926,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267766,0.820447,0.371673,-0.092641,-0.008336,0.025237,-0.995345,0.08146314
11.0,0.12926948,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262166,1.229895,0.362698,-0.000816,0.006924,-0.002256,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267764,0.820445,0.371672,-0.092627,-0.008327,0.025244,-0.995346,0.11940363
12.0,0.129305,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262166,1.229895,0.362698,-0.000816,0.006924,-0.002256,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267764,0.820445,0.371672,-0.092627,-0.008327,0.025244,-0.995346,0.11940363
13.0,0.13921013,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262166,1.229895,0.362698,-0.000816,0.006924,-0.002256,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267764,0.820445,0.371672,-0.092627,-0.008327,0.025244,-0.995346,0.11940363
14.0,0.1503414,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262175,1.229894,0.362704,-0.000819,0.006919,-0.002258,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267764,0.820448,0.371669,-0.092634,-0.00834,0.025242,-0.995345,0.13893373
15.0,0.1638233,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,-0.00137109,0.00203906,-0.00110742,-0.00638086,-0.00469336,0.00038672,0.262176,1.229899,0.362705,-0.000815,0.006923,-0.00225,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267765,0.820449,0.37167,-0.092638,-0.008333,0.02524,-0.995345,0.15805618
16.0,0.17067982,3.0,1.0,1.0,1.0,0.00532617,0.00149414,0.00144141,0.00203906,0.00029883,0.00486914,-0.00891211,0.00038672,0.262173,1.229893,0.362707,-0.000815,0.006916,-0.002253,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267763,0.820448,0.371667,-0.092633,-0.008331,0.025251,-0.995345,0.16516213
17.0,0.17983404,3.0,1.0,1.0,1.0,0.00532617,0.00149414,0.00144141,0.00203906,0.00029883,0.00486914,-0.00891211,0.00038672,0.262165,1.229893,0.362702,-0.000824,0.006925,-0.002256,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267765,0.820446,0.371667,-0.092633,-0.008333,0.025242,-0.995345,0.17099282
18.0,0.19337502,3.0,1.0,1.0,1.0,0.00532617,0.00149414,0.00144141,0.00203906,0.00029883,0.00486914,-0.00891211,0.00038672,0.262173,1.22989,0.362709,-0.000826,0.006922,-0.00226,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267765,0.820446,0.371667,-0.092642,-0.008335,0.025226,-0.995345,0.17978725
19.0,0.1982926,3.0,1.0,1.0,1.0,0.00532617,0.00149414,0.00144141,0.00203906,0.00029883,0.00486914,-0.00891211,0.00038672,0.262172,1.229895,0.362703,-0.000816,0.006931,-0.002258,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267768,0.820448,0.37167,-0.092646,-0.008334,0.025227,-0.995345,0.19705817
20.0,0.21132909,3.0,1.0,1.0,1.0,0.00532617,0.00149414,0.00144141,0.00203906,0.00029883,0.00486914,-0.00891211,0.00038672,0.262172,1.229895,0.362703,-0.000816,0.006931,-0.002258,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267768,0.820448,0.37167,-0.092646,-0.008334,0.025227,-0.995345,0.19705817
21.0,0.22209316,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00733008,0.00627539,0.00093164,0.00038672,0.262172,1.2299,0.362707,-0.000806,0.006931,-0.002253,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.26777,0.820442,0.37167,-0.092636,-0.008333,0.025226,-0.995346,0.2166482
22.0,0.22884214,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00733008,0.00627539,0.00093164,0.00038672,0.262174,1.229897,0.362708,-0.000801,0.006938,-0.002255,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267776,0.820447,0.371672,-0.092641,-0.008338,0.025209,-0.995345,0.22203568
23.0,0.24379075,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00733008,0.00627539,0.00093164,0.00038672,0.262174,1.229897,0.362708,-0.000801,0.006938,-0.002255,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267776,0.820447,0.371672,-0.092641,-0.008338,0.025209,-0.995345,0.22203568
24.0,0.25067893,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00733008,0.00627539,0.00093164,0.00038672,0.262175,1.229901,0.362708,-0.000804,0.006932,-0.002252,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267772,0.820446,0.371669,-0.092636,-0.008337,0.025214,-0.995346,0.24368605
25.0,0.2680648,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00873633,-0.00216211,0.00093164,0.00179297,0.262173,1.229897,0.362708,-0.000804,0.006932,-0.002253,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.26777,0.820442,0.371669,-0.09264,-0.008332,0.025217,-0.995345,0.25059325
26.0,0.27340174,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00873633,-0.00216211,0.00093164,0.00179297,0.262173,1.229897,0.362708,-0.000804,0.006932,-0.002253,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.26777,0.820442,0.371669,-0.09264,-0.008332,0.025217,-0.995345,0.25059325
27.0,0.28132305,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00873633,-0.00216211,0.00093164,0.00179297,0.262179,1.229893,0.362709,-0.000818,0.006923,-0.002251,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267771,0.820442,0.371668,-0.092642,-0.008338,0.025211,-0.995345,0.27603418
28.0,0.2921285,3.0,1.0,1.0,1.0,0.00532617,-0.00131836,0.00144141,-0.00217969,0.00873633,-0.00216211,0.00093164,0.00179297,0.26218,1.229893,0.362708,-0.000818,0.006922,-0.002261,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267777,0.820443,0.37167,-0.09264,-0.008335,0.025211,-0.995346,0.28140584
29.0,0.30079097,3.0,1.0,1.0,1.0,0.00391992,8.789e-05,0.00144141,0.00203906,0.00733008,-0.00778711,0.00233789,0.00038672,0.26218,1.229893,0.362708,-0.000818,0.006922,-0.002261,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267777,0.820443,0.37167,-0.09264,-0.008335,0.025211,-0.995346,0.28140584
30.0,0.3113939,3.0,1.0,1.0,1.0,0.00391992,8.789e-05,0.00144141,0.00203906,0.00733008,-0.00778711,0.00233789,0.00038672,0.262177,1.229894,0.362708,-0.000818,0.006924,-0.002251,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267777,0.82044,0.371671,-0.092639,-0.008331,0.025212,-0.995346,0.30328134
31.0,0.31833065,3.0,1.0,1.0,1.0,0.00391992,8.789e-05,0.00144141,0.00203906,0.00733008,-0.00778711,0.00233789,0.00038672,0.262174,1.229898,0.362708,-0.00081,0.006928,-0.002255,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267776,0.820439,0.371672,-0.092635,-0.008334,0.025205,-0.995346,0.31146756
32.0,0.32892874,3.0,1.0,1.0,1.0,0.00391992,8.789e-05,0.00144141,0.00203906,0.00733008,-0.00778711,0.00233789,0.00038672,0.262174,1.229898,0.362708,-0.00081,0.006928,-0.002255,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267776,0.820439,0.371672,-0.092635,-0.008334,0.025205,-0.995346,0.31146756
33.0,0.33931297,3.0,1.0,1.0,1.0,0.00391992,8.789e-05,0.00144141,0.00203906,0.00733008,-0.00778711,0.00233789,0.00038672,0.262178,1.229899,0.362706,-0.000811,0.006928,-0.002258,0.999973,0.230654,1.119256,0.359666,-0.009149,0.001295,-0.003174,0.999952,0.267775,0.820442,0.37167,-0.092643,-0.008341,0.025201,-0.995346,0.32901764
