time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000621,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010944,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.021155,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031367,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381491,0.812988,0.239403,-0.109696,0.064745,0.033650,0.991283
0.041569,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381491,0.812988,0.239403,-0.109696,0.064745,0.033650,0.991283
0.051785,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381491,0.812988,0.239403,-0.109696,0.064745,0.033650,0.991283
0.061913,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
0.072024,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
0.082150,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
0.092314,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
0.102567,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
0.112830,2.000,2.000,0.000,2.000,1.143700,30.563900,1.132500,1.140900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381487,0.812978,0.239424,-0.109654,0.064734,0.033643,0.991289
