time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000698,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.031893,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375986,0.797671,0.237319,-0.093485,0.064728,0.009574,0.993468
0.042116,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375991,0.797690,0.237333,-0.093546,0.064732,0.009590,0.993462
0.052316,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375991,0.797690,0.237333,-0.093546,0.064732,0.009590,0.993462
0.062481,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375991,0.797690,0.237333,-0.093546,0.064732,0.009590,0.993462
0.072854,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375995,0.797736,0.237358,-0.093677,0.064731,0.009645,0.993449
0.083095,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375995,0.797736,0.237358,-0.093677,0.064731,0.009645,0.993449
0.093275,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375995,0.797736,0.237358,-0.093677,0.064731,0.009645,0.993449
0.103460,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375997,0.797740,0.237366,-0.093692,0.064723,0.009631,0.993449
0.113673,2.000,2.000,0.000,2.000,2.829800,2.880500,2.824200,2.834100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.376002,0.797757,0.237381,-0.093761,0.064722,0.009650,0.993442
