topology,median_nmse,mean_delay_decoding_index,std_delay_decoding_index,mean_inter_pouch_corr,mean_ccc,mean_sensitivity_psi_per_deg
coupled,0.8423515664576031,4.928513175746548,5.057969120137872,0.99160732249763,0.9022184987816679,0.007151909464141257
parallel,0.14806143911896352,22.91802940950114,6.519047058099965,0.9312935327147169,0.11240277301042778,0.004401049805748504
