time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000924,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011238,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378643,0.803120,0.234913,-0.985582,-0.090212,0.114461,-0.085957
0.021504,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378643,0.803120,0.234913,-0.985582,-0.090212,0.114461,-0.085957
0.031959,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378643,0.803120,0.234913,-0.985582,-0.090212,0.114461,-0.085957
0.042244,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378644,0.803122,0.234917,-0.985584,-0.090219,0.114462,-0.085930
0.052433,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378646,0.803129,0.234916,-0.985580,-0.090226,0.114465,-0.085955
0.062566,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378646,0.803129,0.234916,-0.985580,-0.090226,0.114465,-0.085955
0.072707,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378645,0.803132,0.234920,-0.985579,-0.090227,0.114465,-0.085967
0.082885,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378645,0.803132,0.234920,-0.985579,-0.090227,0.114465,-0.085967
0.093111,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378647,0.803132,0.234918,-0.985576,-0.090238,0.114462,-0.085998
0.103349,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378645,0.803133,0.234921,-0.985577,-0.090235,0.114463,-0.085985
0.113609,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378646,0.803132,0.234925,-0.985575,-0.090245,0.114464,-0.086001
0.123821,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378646,0.803132,0.234925,-0.985575,-0.090245,0.114464,-0.086001
0.134033,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,1.814500,0.131200,0.124200,0.046900,0.000000,0.000000,0.000000,0.000000,0.378642,0.803147,0.234927,-0.985575,-0.090240,0.114469,-0.086000
0.144250,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,1.814500,0.131200,0.124200,0.046900,0.000000,0.000000,0.000000,0.000000,0.378642,0.803147,0.234927,-0.985575,-0.090240,0.114469,-0.086000
0.154495,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,1.814500,0.131200,0.124200,0.046900,0.000000,0.000000,0.000000,0.000000,0.378650,0.803135,0.234930,-0.985574,-0.090250,0.114467,-0.086004
0.164680,2.000,2.000,0.000,2.000,1.806100,1.913000,1.789200,1.800500,1.814500,0.131200,0.124200,0.046900,0.000000,0.000000,0.000000,0.000000,0.378647,0.803146,0.234931,-0.985572,-0.090259,0.114467,-0.086018
