time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.000663,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010879,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380474,0.811366,0.242257,-0.116374,0.064660,0.028720,0.990682
0.021075,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380472,0.811367,0.242254,-0.116379,0.064653,0.028715,0.990682
0.031231,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380472,0.811367,0.242254,-0.116379,0.064653,0.028715,0.990682
0.041469,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380492,0.811376,0.242228,-0.116360,0.064668,0.028725,0.990683
0.051785,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380473,0.811370,0.242253,-0.116374,0.064654,0.028719,0.990683
0.062012,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380473,0.811370,0.242253,-0.116374,0.064654,0.028719,0.990683
0.072293,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380476,0.811368,0.242260,-0.116376,0.064651,0.028729,0.990682
0.082585,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380476,0.811368,0.242260,-0.116376,0.064651,0.028729,0.990682
0.092957,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380475,0.811369,0.242259,-0.116378,0.064654,0.028725,0.990682
0.103158,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380474,0.811369,0.242253,-0.116371,0.064658,0.028718,0.990683
0.113419,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380474,0.811369,0.242253,-0.116371,0.064658,0.028718,0.990683
0.123769,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380483,0.811408,0.242238,-0.116363,0.064634,0.028622,0.990688
0.133980,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.000000,0.000000,0.000000,0.000000,0.380489,0.811377,0.242225,-0.116352,0.064669,0.028731,0.990684
0.144226,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.000000,0.000000,0.000000,0.000000,0.380489,0.811377,0.242225,-0.116352,0.064669,0.028731,0.990684
0.154390,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.000000,0.000000,0.000000,0.000000,0.380507,0.811418,0.242209,-0.116353,0.064640,0.028623,0.990689
0.164593,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.000000,0.000000,0.000000,0.000000,0.380481,0.811403,0.242239,-0.116369,0.064637,0.028640,0.990687
0.174777,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380481,0.811403,0.242239,-0.116369,0.064637,0.028640,0.990687
0.185029,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380481,0.811403,0.242239,-0.116369,0.064637,0.028640,0.990687
0.195564,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380492,0.811377,0.242228,-0.116355,0.064669,0.028748,0.990683
0.206436,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380492,0.811377,0.242228,-0.116355,0.064669,0.028748,0.990683
0.216909,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380492,0.811377,0.242228,-0.116355,0.064669,0.028748,0.990683
0.227456,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380492,0.811377,0.242228,-0.116355,0.064669,0.028748,0.990683
0.237799,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380489,0.811411,0.242237,-0.116364,0.064631,0.028629,0.990688
0.247928,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380489,0.811411,0.242237,-0.116364,0.064631,0.028629,0.990688
0.258051,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380489,0.811411,0.242237,-0.116364,0.064631,0.028629,0.990688
0.268183,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380510,0.811416,0.242204,-0.116346,0.064636,0.028649,0.990689
0.278348,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380511,0.811416,0.242201,-0.116343,0.064640,0.028656,0.990689
0.288524,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380511,0.811416,0.242201,-0.116343,0.064640,0.028656,0.990689
0.298774,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380511,0.811416,0.242201,-0.116343,0.064640,0.028656,0.990689
0.308945,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380491,0.811408,0.242234,-0.116356,0.064632,0.028646,0.990688
0.319106,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380491,0.811408,0.242234,-0.116356,0.064632,0.028646,0.990688
0.329297,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380491,0.811408,0.242234,-0.116356,0.064632,0.028646,0.990688
0.339436,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380510,0.811415,0.242202,-0.116342,0.064636,0.028656,0.990690
0.349590,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380510,0.811415,0.242202,-0.116342,0.064636,0.028656,0.990690
0.359752,2.000,2.000,0.000,2.000,1.527700,1.680900,1.516400,1.520600,1.547300,0.167800,0.167800,-1.134400,0.142500,0.136900,-0.019200,-0.038900,0.380495,0.811408,0.242233,-0.116352,0.064634,0.028655,0.990688
