time,col0_lv0,col0_lv1,col0_lv2,col0_lv3,col0_lv4,col1_lv0,col1_lv1,col1_lv2,col1_lv3,col1_lv4,col2_lv0,col2_lv1,col2_lv2,col2_lv3,col2_lv4,col3_lv0,col3_lv1,col3_lv2,col3_lv3,col3_lv4
0.360000,4.1561,4.1561,4.1561,4.1561,4.1561,4.3558,4.3558,4.3558,4.3558,4.3558,2.2439,2.2439,2.2439,2.2439,2.2439,2.0442,2.0442,2.0442,2.0442,2.0442
0.370000,4.1268,4.1268,4.1268,4.1268,4.1268,4.3794,4.3794,4.3794,4.3794,4.3794,2.2732,2.2732,2.2732,2.2732,2.2732,2.0206,2.0206,2.0206,2.0206,2.0206
0.380000,4.0969,4.0969,4.0969,4.0969,4.0969,4.4024,4.4024,4.4024,4.4024,4.4024,2.3031,2.3031,2.3031,2.3031,2.3031,1.9976,1.9976,1.9976,1.9976,1.9976
0.390000,4.0664,4.0664,4.0664,4.0664,4.0664,4.4245,4.4245,4.4245,4.4245,4.4245,2.3336,2.3336,2.3336,2.3336,2.3336,1.9755,1.9755,1.9755,1.9755,1.9755
0.400000,4.0353,4.0353,4.0353,4.0353,4.0353,4.4459,4.4459,4.4459,4.4459,4.4459,2.3647,2.3647,2.3647,2.3647,2.3647,1.9541,1.9541,1.9541,1.9541,1.9541
0.410000,4.0037,4.0037,4.0037,4.0037,4.0037,4.4665,4.4665,4.4665,4.4665,4.4665,2.3963,2.3963,2.3963,2.3963,2.3963,1.9335,1.9335,1.9335,1.9335,1.9335
0.420000,3.9717,3.9717,3.9717,3.9717,3.9717,4.4863,4.4863,4.4863,4.4863,4.4863,2.4283,2.4283,2.4283,2.4283,2.4283,1.9137,1.9137,1.9137,1.9137,1.9137
0.430000,3.9391,3.9391,3.9391,3.9391,3.9391,4.5053,4.5053,4.5053,4.5053,4.5053,2.4609,2.4609,2.4609,2.4609,2.4609,1.8947,1.8947,1.8947,1.8947,1.8947
0.440000,3.9061,3.9061,3.9061,3.9061,3.9061,4.5234,4.5234,4.5234,4.5234,4.5234,2.4939,2.4939,2.4939,2.4939,2.4939,1.8766,1.8766,1.8766,1.8766,1.8766
0.450000,3.8726,3.8726,3.8726,3.8726,3.8726,4.5408,4.5408,4.5408,4.5408,4.5408,2.5274,2.5274,2.5274,2.5274,2.5274,1.8592,1.8592,1.8592,1.8592,1.8592
0.460000,3.8387,3.8387,3.8387,3.8387,3.8387,4.5572,4.5572,4.5572,4.5572,4.5572,2.5613,2.5613,2.5613,2.5613,2.5613,1.8428,1.8428,1.8428,1.8428,1.8428
0.470000,3.8044,3.8044,3.8044,3.8044,3.8044,4.5729,4.5729,4.5729,4.5729,4.5729,2.5956,2.5956,2.5956,2.5956,2.5956,1.8271,1.8271,1.8271,1.8271,1.8271
0.480000,3.7697,3.7697,3.7697,3.7697,3.7697,4.5876,4.5876,4.5876,4.5876,4.5876,2.6303,2.6303,2.6303,2.6303,2.6303,1.8124,1.8124,1.8124,1.8124,1.8124
0.490000,3.7346,3.7346,3.7346,3.7346,3.7346,4.6015,4.6015,4.6015,4.6015,4.6015,2.6654,2.6654,2.6654,2.6654,2.6654,1.7985,1.7985,1.7985,1.7985,1.7985
0.500000,3.6992,3.6992,3.6992,3.6992,3.6992,4.6145,4.6145,4.6145,4.6145,4.6145,2.7008,2.7008,2.7008,2.7008,2.7008,1.7855,1.7855,1.7855,1.7855,1.7855
0.510000,3.6635,3.6635,3.6635,3.6635,3.6635,4.6266,4.6266,4.6266,4.6266,4.6266,2.7365,2.7365,2.7365,2.7365,2.7365,1.7734,1.7734,1.7734,1.7734,1.7734
0.520000,3.6275,3.6275,3.6275,3.6275,3.6275,4.6378,4.6378,4.6378,4.6378,4.6378,2.7725,2.7725,2.7725,2.7725,2.7725,1.7622,1.7622,1.7622,1.7622,1.7622
0.530000,3.5913,3.5913,3.5913,3.5913,3.5913,4.6481,4.6481,4.6481,4.6481,4.6481,2.8087,2.8087,2.8087,2.8087,2.8087,1.7519,1.7519,1.7519,1.7519,1.7519
0.540000,3.5547,3.5547,3.5547,3.5547,3.5547,4.6574,4.6574,4.6574,4.6574,4.6574,2.8453,2.8453,2.8453,2.8453,2.8453,1.7426,1.7426,1.7426,1.7426,1.7426
0.550000,3.5180,3.5180,3.5180,3.5180,3.5180,4.6659,4.6659,4.6659,4.6659,4.6659,2.8820,2.8820,2.8820,2.8820,2.8820,1.7341,1.7341,1.7341,1.7341,1.7341
0.560000,3.4811,3.4811,3.4811,3.4811,3.4811,4.6734,4.6734,4.6734,4.6734,4.6734,2.9189,2.9189,2.9189,2.9189,2.9189,1.7266,1.7266,1.7266,1.7266,1.7266
0.570000,3.4440,3.4440,3.4440,3.4440,3.4440,4.6800,4.6800,4.6800,4.6800,4.6800,2.9560,2.9560,2.9560,2.9560,2.9560,1.7200,1.7200,1.7200,1.7200,1.7200
0.580000,3.4067,3.4067,3.4067,3.4067,3.4067,4.6857,4.6857,4.6857,4.6857,4.6857,2.9933,2.9933,2.9933,2.9933,2.9933,1.7143,1.7143,1.7143,1.7143,1.7143
