time,pd_4,pd_7,pd_8,pd_3,pm_4_1,pm_4_2,pm_4_3,pm_4_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,pm_3_1,pm_3_2,pm_3_3,pm_3_4,mocap1_x,mocap1_y,mocap1_z,mocap1_qx,mocap1_qy,mocap1_qz,mocap1_qw,mocap2_x,mocap2_y,mocap2_z,mocap2_qx,mocap2_qy,mocap2_qz,mocap2_qw,mocap3_x,mocap3_y,mocap3_z,mocap3_qx,mocap3_qy,mocap3_qz,mocap3_qw
0.112253,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496274,1.229672,0.352290,-0.000275,0.000875,0.000234,1.000000,0.554348,1.127670,0.262705,0.000169,0.001772,0.000906,0.999998,0.601894,0.817624,0.260940,-0.105788,-0.002863,0.031330,0.993891
0.122365,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496274,1.229672,0.352290,-0.000275,0.000875,0.000234,1.000000,0.554348,1.127670,0.262705,0.000169,0.001772,0.000906,0.999998,0.601894,0.817624,0.260940,-0.105788,-0.002863,0.031330,0.993891
0.132505,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.000,0.000,0.000,0.000,0.496278,1.229677,0.352285,-0.000275,0.000869,0.000237,1.000000,0.554344,1.127671,0.262705,0.000179,0.001822,0.000904,0.999998,0.601893,0.817620,0.260941,-0.105795,-0.002859,0.031332,0.993890
0.142591,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.000,0.000,0.000,0.000,0.496278,1.229677,0.352285,-0.000275,0.000869,0.000237,1.000000,0.554344,1.127671,0.262705,0.000179,0.001822,0.000904,0.999998,0.601893,0.817620,0.260941,-0.105795,-0.002859,0.031332,0.993890
0.152710,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.000,0.000,0.000,0.000,0.496278,1.229677,0.352285,-0.000275,0.000869,0.000237,1.000000,0.554344,1.127671,0.262705,0.000179,0.001822,0.000904,0.999998,0.601893,0.817620,0.260941,-0.105795,-0.002859,0.031332,0.993890
0.162832,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.000,0.000,0.000,0.000,0.496275,1.229675,0.352289,-0.000276,0.000867,0.000238,1.000000,0.554354,1.127666,0.262703,0.000151,0.001793,0.000864,0.999998,0.601893,0.817622,0.260936,-0.105792,-0.002854,0.031324,0.993891
0.172960,0.000,0.000,0.000,0.000,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496275,1.229675,0.352289,-0.000276,0.000867,0.000238,1.000000,0.554354,1.127666,0.262703,0.000151,0.001793,0.000864,0.999998,0.601893,0.817622,0.260936,-0.105792,-0.002854,0.031324,0.993891
0.183071,0.870,0.000,0.000,0.870,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496275,1.229675,0.352289,-0.000276,0.000867,0.000238,1.000000,0.554354,1.127666,0.262703,0.000151,0.001793,0.000864,0.999998,0.601893,0.817622,0.260936,-0.105792,-0.002854,0.031324,0.993891
0.193148,0.870,0.000,0.000,0.870,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496275,1.229675,0.352289,-0.000276,0.000867,0.000238,1.000000,0.554354,1.127666,0.262703,0.000151,0.001793,0.000864,0.999998,0.601893,0.817622,0.260936,-0.105792,-0.002854,0.031324,0.993891
0.203232,0.870,0.000,0.000,0.870,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496274,1.229674,0.352288,-0.000274,0.000876,0.000234,1.000000,0.554346,1.127672,0.262705,0.000182,0.001815,0.000941,0.999998,0.601894,0.817623,0.260936,-0.105792,-0.002864,0.031335,0.993890
0.213338,0.870,0.000,0.000,0.870,0.199,0.209,0.182,0.197,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496273,1.229674,0.352291,-0.000277,0.000874,0.000231,1.000000,0.554338,1.127670,0.262708,0.000157,0.001802,0.000880,0.999998,0.601891,0.817625,0.260937,-0.105792,-0.002857,0.031334,0.993890
0.223504,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496273,1.229674,0.352291,-0.000277,0.000874,0.000231,1.000000,0.554338,1.127670,0.262708,0.000157,0.001802,0.000880,0.999998,0.601891,0.817625,0.260937,-0.105792,-0.002857,0.031334,0.993890
0.233648,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496280,1.229674,0.352284,-0.000276,0.000875,0.000231,1.000000,0.554352,1.127668,0.262705,0.000161,0.001814,0.000876,0.999998,0.601893,0.817624,0.260935,-0.105795,-0.002861,0.031344,0.993890
0.243763,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496275,1.229673,0.352288,-0.000280,0.000869,0.000231,1.000000,0.554349,1.127671,0.262707,0.000169,0.001799,0.000886,0.999998,0.601889,0.817623,0.260940,-0.105794,-0.002849,0.031334,0.993890
0.253847,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.427,0.047,0.124,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496275,1.229673,0.352288,-0.000280,0.000869,0.000231,1.000000,0.554349,1.127671,0.262707,0.000169,0.001799,0.000886,0.999998,0.601889,0.817623,0.260940,-0.105794,-0.002849,0.031334,0.993890
0.263988,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496279,1.229676,0.352292,-0.000274,0.000873,0.000233,1.000000,0.554344,1.127667,0.262704,0.000183,0.001782,0.000923,0.999998,0.601892,0.817621,0.260945,-0.105788,-0.002853,0.031335,0.993891
0.274079,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496279,1.229676,0.352292,-0.000274,0.000873,0.000233,1.000000,0.554344,1.127667,0.262704,0.000183,0.001782,0.000923,0.999998,0.601892,0.817621,0.260945,-0.105788,-0.002853,0.031335,0.993891
0.284165,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496279,1.229674,0.352287,-0.000282,0.000876,0.000231,1.000000,0.554348,1.127667,0.262704,0.000188,0.001815,0.000897,0.999998,0.601897,0.817621,0.260944,-0.105780,-0.002861,0.031329,0.993892
0.294241,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.098,0.096,0.092,-0.036,0.328,0.342,0.351,0.363,0.496279,1.229674,0.352287,-0.000282,0.000876,0.000231,1.000000,0.554348,1.127667,0.262704,0.000188,0.001815,0.000897,0.999998,0.601897,0.817621,0.260944,-0.105780,-0.002861,0.031329,0.993892
0.304487,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.328,0.342,0.351,0.363,0.496279,1.229674,0.352287,-0.000282,0.000876,0.000231,1.000000,0.554348,1.127667,0.262704,0.000188,0.001815,0.000897,0.999998,0.601897,0.817621,0.260944,-0.105780,-0.002861,0.031329,0.993892
0.314692,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.328,0.342,0.351,0.363,0.496279,1.229674,0.352290,-0.000275,0.000874,0.000233,1.000000,0.554350,1.127667,0.262705,0.000178,0.001808,0.000893,0.999998,0.601892,0.817625,0.260938,-0.105789,-0.002853,0.031331,0.993891
0.324838,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.328,0.342,0.351,0.363,0.496274,1.229678,0.352292,-0.000270,0.000866,0.000231,1.000000,0.554342,1.127669,0.262704,0.000180,0.001815,0.000896,0.999998,0.601890,0.817625,0.260937,-0.105792,-0.002860,0.031325,0.993891
0.335053,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.328,0.342,0.351,0.363,0.496274,1.229678,0.352292,-0.000270,0.000866,0.000231,1.000000,0.554342,1.127669,0.262704,0.000180,0.001815,0.000896,0.999998,0.601890,0.817625,0.260937,-0.105792,-0.002860,0.031325,0.993891
0.345263,0.870,0.000,0.000,0.870,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496276,1.229679,0.352292,-0.000265,0.000868,0.000231,1.000000,0.554339,1.127670,0.262704,0.000185,0.001782,0.000909,0.999998,0.601892,0.817622,0.260937,-0.105789,-0.002855,0.031322,0.993891
0.355477,1.741,0.000,0.000,1.741,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496271,1.229675,0.352293,-0.000274,0.000877,0.000230,1.000000,0.554342,1.127666,0.262703,0.000194,0.001798,0.000906,0.999998,0.601892,0.817624,0.260946,-0.105786,-0.002853,0.031333,0.993891
0.365621,1.741,0.000,0.000,1.741,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496273,1.229672,0.352293,-0.000281,0.000877,0.000231,1.000000,0.554342,1.127668,0.262702,0.000188,0.001796,0.000894,0.999998,0.601895,0.817625,0.260941,-0.105784,-0.002860,0.031334,0.993891
0.375831,1.741,0.000,0.000,1.741,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496273,1.229672,0.352293,-0.000281,0.000877,0.000231,1.000000,0.554342,1.127668,0.262702,0.000188,0.001796,0.000894,0.999998,0.601895,0.817625,0.260941,-0.105784,-0.002860,0.031334,0.993891
0.386047,1.741,0.000,0.000,1.741,0.197,0.211,0.185,0.196,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496275,1.229675,0.352294,-0.000273,0.000880,0.000232,1.000000,0.554343,1.127665,0.262700,0.000180,0.001812,0.000887,0.999998,0.601894,0.817622,0.260941,-0.105784,-0.002857,0.031323,0.993892
0.396158,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496275,1.229675,0.352294,-0.000273,0.000880,0.000232,1.000000,0.554343,1.127665,0.262700,0.000180,0.001812,0.000887,0.999998,0.601894,0.817622,0.260941,-0.105784,-0.002857,0.031323,0.993892
0.406262,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496274,1.229679,0.352295,-0.000271,0.000881,0.000232,1.000000,0.554357,1.127667,0.262704,0.000165,0.001809,0.000892,0.999998,0.601887,0.817624,0.260943,-0.105783,-0.002845,0.031336,0.993891
0.416368,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496280,1.229678,0.352290,-0.000267,0.000883,0.000229,1.000000,0.554344,1.127665,0.262704,0.000180,0.001797,0.000884,0.999998,0.601891,0.817622,0.260939,-0.105789,-0.002855,0.031329,0.993891
0.426595,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.200,0.419,0.047,0.127,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496279,1.229676,0.352294,-0.000273,0.000882,0.000232,1.000000,0.554343,1.127667,0.262707,0.000175,0.001817,0.000910,0.999998,0.601895,0.817627,0.260934,-0.105786,-0.002867,0.031336,0.993891
0.436812,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496279,1.229676,0.352294,-0.000273,0.000882,0.000232,1.000000,0.554343,1.127667,0.262707,0.000175,0.001817,0.000910,0.999998,0.601895,0.817627,0.260934,-0.105786,-0.002867,0.031336,0.993891
0.447034,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496279,1.229676,0.352294,-0.000273,0.000882,0.000232,1.000000,0.554343,1.127667,0.262707,0.000175,0.001817,0.000910,0.999998,0.601895,0.817627,0.260934,-0.105786,-0.002867,0.031336,0.993891
0.457138,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496269,1.229671,0.352296,-0.000261,0.000875,0.000246,1.000000,0.554358,1.127670,0.262702,0.000156,0.001794,0.000871,0.999998,0.601891,0.817624,0.260935,-0.105788,-0.002856,0.031329,0.993891
0.467345,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.099,0.095,0.083,-0.040,0.338,0.351,0.351,0.356,0.496278,1.229674,0.352291,-0.000265,0.000883,0.000244,1.000000,0.554351,1.127665,0.262702,0.000183,0.001800,0.000910,0.999998,0.601897,0.817624,0.260937,-0.105788,-0.002867,0.031329,0.993891
0.477569,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.338,0.351,0.351,0.356,0.496276,1.229673,0.352293,-0.000260,0.000874,0.000239,1.000000,0.554346,1.127667,0.262704,0.000194,0.001798,0.000929,0.999998,0.601897,0.817626,0.260936,-0.105782,-0.002869,0.031332,0.993892
0.487795,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.338,0.351,0.351,0.356,0.496276,1.229673,0.352293,-0.000260,0.000874,0.000239,1.000000,0.554346,1.127667,0.262704,0.000194,0.001798,0.000929,0.999998,0.601897,0.817626,0.260936,-0.105782,-0.002869,0.031332,0.993892
0.498013,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.338,0.351,0.351,0.356,0.496287,1.229679,0.352293,-0.000274,0.000885,0.000228,1.000000,0.554348,1.127670,0.262704,0.000169,0.001797,0.000896,0.999998,0.601887,0.817624,0.260937,-0.105774,-0.002861,0.031325,0.993893
0.508130,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.338,0.351,0.351,0.356,0.496264,1.229669,0.352300,-0.000246,0.000869,0.000261,1.000000,0.554349,1.127667,0.262704,0.000174,0.001823,0.000888,0.999998,0.601889,0.817628,0.260936,-0.105779,-0.002859,0.031333,0.993892
0.518238,1.741,0.000,0.000,1.741,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496264,1.229669,0.352300,-0.000246,0.000869,0.000261,1.000000,0.554349,1.127667,0.262704,0.000174,0.001823,0.000888,0.999998,0.601889,0.817628,0.260936,-0.105779,-0.002859,0.031333,0.993892
0.528345,2.000,0.000,0.000,2.000,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496282,1.229675,0.352290,-0.000266,0.000873,0.000235,1.000000,0.554358,1.127668,0.262704,0.000186,0.001825,0.000921,0.999998,0.601894,0.817626,0.260933,-0.105789,-0.002860,0.031335,0.993891
0.538487,2.000,0.000,0.000,2.000,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496285,1.229679,0.352294,-0.000274,0.000874,0.000235,1.000000,0.554359,1.127668,0.262706,0.000165,0.001852,0.000865,0.999998,0.601891,0.817624,0.260937,-0.105786,-0.002864,0.031330,0.993891
0.548627,2.000,0.000,0.000,2.000,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496285,1.229679,0.352294,-0.000274,0.000874,0.000235,1.000000,0.554359,1.127668,0.262706,0.000165,0.001852,0.000865,0.999998,0.601891,0.817624,0.260937,-0.105786,-0.002864,0.031330,0.993891
0.558749,2.000,0.000,0.000,2.000,0.197,0.218,0.186,0.188,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496278,1.229674,0.352291,-0.000270,0.000869,0.000235,1.000000,0.554352,1.127666,0.262702,0.000179,0.001795,0.000873,0.999998,0.601890,0.817624,0.260935,-0.105787,-0.002855,0.031332,0.993891
0.568886,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496285,1.229680,0.352291,-0.000268,0.000876,0.000227,1.000000,0.554356,1.127669,0.262703,0.000170,0.001829,0.000887,0.999998,0.601893,0.817621,0.260942,-0.105780,-0.002860,0.031334,0.993892
0.579016,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496285,1.229676,0.352289,-0.000269,0.000876,0.000232,1.000000,0.554358,1.127667,0.262704,0.000162,0.001818,0.000885,0.999998,0.601895,0.817624,0.260937,-0.105784,-0.002856,0.031331,0.993891
0.589123,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496285,1.229676,0.352289,-0.000269,0.000876,0.000232,1.000000,0.554358,1.127667,0.262704,0.000162,0.001818,0.000885,0.999998,0.601895,0.817624,0.260937,-0.105784,-0.002856,0.031331,0.993891
0.599214,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.202,0.427,0.048,0.126,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496263,1.229667,0.352298,-0.000251,0.000875,0.000249,1.000000,0.554352,1.127665,0.262702,0.000188,0.001806,0.000894,0.999998,0.601894,0.817626,0.260935,-0.105784,-0.002861,0.031329,0.993891
0.609289,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496278,1.229679,0.352289,-0.000267,0.000872,0.000236,1.000000,0.554358,1.127668,0.262706,0.000167,0.001847,0.000864,0.999998,0.601888,0.817625,0.260934,-0.105783,-0.002859,0.031324,0.993892
0.619373,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496278,1.229679,0.352289,-0.000267,0.000872,0.000236,1.000000,0.554358,1.127668,0.262706,0.000167,0.001847,0.000864,0.999998,0.601888,0.817625,0.260934,-0.105783,-0.002859,0.031324,0.993892
0.629534,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496281,1.229679,0.352290,-0.000266,0.000875,0.000233,1.000000,0.554352,1.127669,0.262705,0.000155,0.001834,0.000860,0.999998,0.601894,0.817628,0.260938,-0.105779,-0.002863,0.031333,0.993892
0.639628,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.100,0.093,0.090,-0.037,0.337,0.344,0.363,0.356,0.496279,1.229677,0.352290,-0.000272,0.000875,0.000234,1.000000,0.554356,1.127670,0.262701,0.000182,0.001825,0.000898,0.999998,0.601891,0.817626,0.260940,-0.105779,-0.002856,0.031335,0.993892
0.649756,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.099,0.096,0.092,-0.039,0.337,0.344,0.363,0.356,0.496279,1.229677,0.352290,-0.000272,0.000875,0.000234,1.000000,0.554356,1.127670,0.262701,0.000182,0.001825,0.000898,0.999998,0.601891,0.817626,0.260940,-0.105779,-0.002856,0.031335,0.993892
0.659877,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.099,0.096,0.092,-0.039,0.337,0.344,0.363,0.356,0.496280,1.229677,0.352291,-0.000266,0.000885,0.000234,1.000000,0.554358,1.127665,0.262703,0.000175,0.001803,0.000917,0.999998,0.601887,0.817626,0.260934,-0.105788,-0.002859,0.031330,0.993891
0.670009,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.099,0.096,0.092,-0.039,0.337,0.344,0.363,0.356,0.496280,1.229677,0.352291,-0.000266,0.000885,0.000234,1.000000,0.554358,1.127665,0.262703,0.000175,0.001803,0.000917,0.999998,0.601887,0.817626,0.260934,-0.105788,-0.002859,0.031330,0.993891
0.680138,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.099,0.096,0.092,-0.039,0.337,0.344,0.363,0.356,0.496282,1.229679,0.352290,-0.000269,0.000880,0.000231,1.000000,0.554351,1.127670,0.262706,0.000164,0.001791,0.000868,0.999998,0.601888,0.817627,0.260938,-0.105778,-0.002853,0.031336,0.993892
0.690241,2.000,0.000,0.000,2.000,0.199,0.214,0.178,0.189,0.200,0.425,0.047,0.124,0.099,0.096,0.092,-0.039,0.337,0.348,0.351,0.362,0.496281,1.229678,0.352288,-0.000269,0.000880,0.000234,1.000000,0.554353,1.127666,0.262703,0.000191,0.001838,0.000925,0.999998,0.601888,0.817628,0.260938,-0.105781,-0.002856,0.031335,0.993892
