5.4e-05, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.32649071e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.001183, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.32649071e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.001931, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.32649071e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.002732, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.003511, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.004245, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.005049, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.005871, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.006697, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
0.00761, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  5.00000000e+00, 5.00000000e+00, 5.00000000e+00, 5.00000000e+00,  2.30694037e+02, 2.33626588e+02, 2.29716520e+02, 2.23851417e+02,  2.18963832e+02, 2.25806452e+02, 2.26783969e+02, 2.19941349e+02, -9.27510000e-02,-6.62919000e-01, 2.69410000e-02,-2.22790000e-02, -9.93542000e-01, 1.11257000e-01, 2.59000000e-04,-8.75420000e-02, -5.62348000e-01, 2.49720000e-02, 2.12095000e-01,-4.01670000e-02, -9.75781000e-01,-3.54180000e-02,-8.00980000e-02,-5.02602000e-01,  2.61900000e-02, 1.55660000e-02, 1.00000000e-05,-4.24490000e-02,  9.98977000e-01
