5.9e-05, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.001534, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.002068, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.002496, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.002865, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.003233, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.003675, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.004102, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.004551, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
0.004951, 0.00000000e+00, 2.00000000e+00, 6.00000000e+00, 9.00000000e+00,  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.89247312e+02,  9.92179863e+02, 8.99315738e+02, 1.39784946e+02, 9.87292278e+01,  6.06060606e+01, 9.40371457e+02, 7.41790000e-02,-2.76683000e-01, -2.38300000e-03, 2.09130000e-02, 1.42100000e-03, 4.75300000e-03, -9.99769000e-01, 6.02940000e-02,-2.55532000e-01,-2.96700000e-03, -1.92280000e-02, 1.28300000e-03,-7.63700000e-03, 9.99785000e-01,  7.97720000e-02,-1.11628000e-01,-2.88310000e-02,-1.80100000e-03, -1.42820000e-02,-1.35900000e-03, 9.99895000e-01
