5e-05, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.00097, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.001528, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.002064, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.002612, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.003165, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.003655, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.32649071e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.004145, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.004616, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.00505, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.005461, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.005958, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.006419, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
0.006918, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01, 7.53270864e-01,  2.26783969e+02, 2.29716520e+02, 2.37536657e+02, 2.29716520e+02,  1.61601000e-01,-6.58158000e-01, 1.09242000e-01,-2.65580000e-02, -3.80200000e-03,-5.04400000e-03, 9.99627000e-01, 1.20084000e-01, -5.62715000e-01, 9.33280000e-02,-8.37000000e-04, 1.10660000e-02,  1.96100000e-03, 9.99937000e-01, 1.17247000e-01,-5.01666000e-01,  9.19340000e-02, 3.56200000e-03, 8.17900000e-03,-1.73210000e-02,  9.99810000e-01
