0.005592, 7.8305769e-01, 1.0230000e+03,-9.2822000e-02,-6.6290600e-01,  2.6745000e-02,-7.3000000e-05,-3.0000000e-06, 3.2000000e-05,  1.0000000e+00,-8.5371000e-02,-5.5038900e-01, 1.0670000e-02, -1.7346100e-01, 3.7130000e-03,-5.2044000e-02, 9.8345800e-01, -7.6677000e-02,-4.9645700e-01,-7.7270000e-03,-1.6681800e-01,  4.9360000e-03,-4.9180000e-02, 9.8474800e-01
0.016851, 8.09254646e-01, 1.02300000e+03,-9.28220000e-02,-6.62906000e-01,  2.67450000e-02,-4.10000000e-05, 1.00000000e-06, 3.50000000e-05,  1.00000000e+00,-8.53460000e-02,-5.50426000e-01, 1.07670000e-02, -1.72656000e-01, 3.66100000e-03,-5.20690000e-02, 9.83598000e-01, -7.66670000e-02,-4.96456000e-01,-7.54700000e-03,-1.66123000e-01,  5.01800000e-03,-4.89230000e-02, 9.84878000e-01
0.038032, 8.3652544e-01, 1.0230000e+03,-9.2821000e-02,-6.6290600e-01,  2.6748000e-02,-3.2000000e-05,-2.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5427000e-02,-5.5052200e-01, 1.0880000e-02, -1.7132700e-01, 3.6890000e-03,-5.1611000e-02, 9.8385500e-01, -7.6754000e-02,-4.9648800e-01,-7.2350000e-03,-1.6475400e-01,  4.9350000e-03,-4.8567000e-02, 9.8512600e-01
0.043272, 8.3652544e-01, 1.0230000e+03,-9.2821000e-02,-6.6290600e-01,  2.6748000e-02,-3.2000000e-05,-2.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5427000e-02,-5.5052200e-01, 1.0880000e-02, -1.7132700e-01, 3.6890000e-03,-5.1611000e-02, 9.8385500e-01, -7.6754000e-02,-4.9648800e-01,-7.2350000e-03,-1.6475400e-01,  4.9350000e-03,-4.8567000e-02, 9.8512600e-01
0.069767, 8.6311841e-01, 1.0230000e+03,-9.2822000e-02,-6.6290600e-01,  2.6746000e-02,-3.2000000e-05,-2.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5427000e-02,-5.5052200e-01, 1.0880000e-02, -1.7132700e-01, 3.6890000e-03,-5.1611000e-02, 9.8385500e-01, -7.6754000e-02,-4.9648800e-01,-7.2350000e-03,-1.6475400e-01,  4.9350000e-03,-4.8567000e-02, 9.8512600e-01
0.090675, 8.6311841e-01, 1.0230000e+03,-9.2822000e-02,-6.6290600e-01,  2.6746000e-02,-3.2000000e-05,-2.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5427000e-02,-5.5052200e-01, 1.0880000e-02, -1.7132700e-01, 3.6890000e-03,-5.1611000e-02, 9.8385500e-01, -7.6754000e-02,-4.9648800e-01,-7.2350000e-03,-1.6475400e-01,  4.9350000e-03,-4.8567000e-02, 9.8512600e-01
0.091475, 8.6311841e-01, 1.0230000e+03,-9.2822000e-02,-6.6290600e-01,  2.6746000e-02,-3.2000000e-05,-2.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5427000e-02,-5.5052200e-01, 1.0880000e-02, -1.7132700e-01, 3.6890000e-03,-5.1611000e-02, 9.8385500e-01, -7.6754000e-02,-4.9648800e-01,-7.2350000e-03,-1.6475400e-01,  4.9350000e-03,-4.8567000e-02, 9.8512600e-01
0.0919, 9.15808678e-01, 1.02300000e+03,-9.28210000e-02,-6.62906000e-01,  2.67440000e-02,-4.70000000e-05, 0.00000000e+00, 3.70000000e-05,  1.00000000e+00,-8.53750000e-02,-5.50527000e-01, 1.09190000e-02, -1.71225000e-01, 3.80100000e-03,-5.16540000e-02, 9.83870000e-01, -7.67510000e-02,-4.96491000e-01,-7.17500000e-03,-1.64392000e-01,  4.93300000e-03,-4.85090000e-02, 9.85189000e-01
0.117838, 9.15808678e-01, 1.02300000e+03,-9.28210000e-02,-6.62906000e-01,  2.67440000e-02,-4.70000000e-05, 0.00000000e+00, 3.70000000e-05,  1.00000000e+00,-8.53750000e-02,-5.50527000e-01, 1.09190000e-02, -1.71225000e-01, 3.80100000e-03,-5.16540000e-02, 9.83870000e-01, -7.67510000e-02,-4.96491000e-01,-7.17500000e-03,-1.64392000e-01,  4.93300000e-03,-4.85090000e-02, 9.85189000e-01
0.118949, 9.15808678e-01, 1.02300000e+03,-9.28210000e-02,-6.62906000e-01,  2.67440000e-02,-4.70000000e-05, 0.00000000e+00, 3.70000000e-05,  1.00000000e+00,-8.53750000e-02,-5.50527000e-01, 1.09190000e-02, -1.71225000e-01, 3.80100000e-03,-5.16540000e-02, 9.83870000e-01, -7.67510000e-02,-4.96491000e-01,-7.17500000e-03,-1.64392000e-01,  4.93300000e-03,-4.85090000e-02, 9.85189000e-01
0.119902, 9.15808678e-01, 1.02300000e+03,-9.28210000e-02,-6.62906000e-01,  2.67440000e-02,-4.70000000e-05, 0.00000000e+00, 3.70000000e-05,  1.00000000e+00,-8.53750000e-02,-5.50527000e-01, 1.09190000e-02, -1.71225000e-01, 3.80100000e-03,-5.16540000e-02, 9.83870000e-01, -7.67510000e-02,-4.96491000e-01,-7.17500000e-03,-1.64392000e-01,  4.93300000e-03,-4.85090000e-02, 9.85189000e-01
0.120732, 9.43058252e-01, 1.02300000e+03,-9.28240000e-02,-6.62906000e-01,  2.67460000e-02,-8.80000000e-05, 1.00000000e-06, 3.10000000e-05,  1.00000000e+00,-8.53770000e-02,-5.50532000e-01, 1.09260000e-02, -1.71158000e-01, 3.83500000e-03,-5.17120000e-02, 9.83878000e-01, -7.67410000e-02,-4.96532000e-01,-7.21900000e-03,-1.64261000e-01,  5.22600000e-03,-4.87180000e-02, 9.85199000e-01
0.136462, 9.43058252e-01, 1.02300000e+03,-9.28240000e-02,-6.62906000e-01,  2.67460000e-02,-8.80000000e-05, 1.00000000e-06, 3.10000000e-05,  1.00000000e+00,-8.53770000e-02,-5.50532000e-01, 1.09260000e-02, -1.71158000e-01, 3.83500000e-03,-5.17120000e-02, 9.83878000e-01, -7.67410000e-02,-4.96532000e-01,-7.21900000e-03,-1.64261000e-01,  5.22600000e-03,-4.87180000e-02, 9.85199000e-01
0.148472, 9.43058252e-01, 1.02300000e+03,-9.28240000e-02,-6.62906000e-01,  2.67460000e-02,-8.80000000e-05, 1.00000000e-06, 3.10000000e-05,  1.00000000e+00,-8.53770000e-02,-5.50532000e-01, 1.09260000e-02, -1.71158000e-01, 3.83500000e-03,-5.17120000e-02, 9.83878000e-01, -7.67410000e-02,-4.96532000e-01,-7.21900000e-03,-1.64261000e-01,  5.22600000e-03,-4.87180000e-02, 9.85199000e-01
0.174975, 9.7887063e-01, 1.0230000e+03,-9.2820000e-02,-6.6290500e-01,  2.6745000e-02,-6.8000000e-05, 4.0000000e-06, 3.1000000e-05,  1.0000000e+00,-8.5377000e-02,-5.5053200e-01, 1.0926000e-02, -1.7115800e-01, 3.8350000e-03,-5.1712000e-02, 9.8387800e-01, -7.6741000e-02,-4.9653200e-01,-7.2190000e-03,-1.6426100e-01,  5.2260000e-03,-4.8718000e-02, 9.8519900e-01
0.18105, 9.9478507e-01, 1.0230000e+03,-9.2819000e-02,-6.6290500e-01,  2.6745000e-02,-3.5000000e-05, 1.0000000e-06, 3.6000000e-05,  1.0000000e+00,-8.5371000e-02,-5.5053100e-01, 1.0928000e-02, -1.7117600e-01, 3.8260000e-03,-5.1710000e-02, 9.8387500e-01, -7.6742000e-02,-4.9653400e-01,-7.2210000e-03,-1.6423800e-01,  5.2550000e-03,-4.8713000e-02, 9.8520300e-01
