0.001769, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.70000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.64700e+01,  6.54500e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.003077, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.64700e+01,  6.54500e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.004228, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.64700e+01,  6.54500e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.005407, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.64700e+01,  6.54500e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.006617, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.64700e+01,  6.54500e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.007704, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.66200e+01,  6.55900e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.008797, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.66200e+01,  6.55900e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.01009, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.66200e+01,  6.55900e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.011144, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.66200e+01,  6.55900e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62612e-01,  4.57560e-02,-1.64000e-04, 7.00000e-05,-1.30000e-05, 1.00000e+00, -9.19170e-02,-5.65343e-01, 3.52600e-02,-1.12100e-03, 8.65700e-03,  2.83200e-03, 9.99958e-01,-4.59990e-02,-1.93440e-01, 7.75620e-02,  2.41240e-02, 2.29200e-03,-3.33560e-02, 9.99150e-01
0.012267, 3.00000e+00, 1.00000e+00, 3.00000e+00, 3.00000e+00,-2.40000e-01,  6.75000e+01, 6.64000e+01, 6.55200e+01, 6.75000e+01, 6.75000e+01,  2.00000e-01, 5.00000e-02, 2.70000e-01, 2.70000e-01, 6.75000e+01,  6.75000e+01, 2.00000e-01, 6.75000e+01, 6.62500e+01, 1.20000e-01,  6.75000e+01, 6.75000e+01,-1.00000e-01, 6.75000e+01, 6.66200e+01,  6.55900e+01, 6.75000e+01, 6.75000e+01,-5.20590e-02,-6.62611e-01,  4.57570e-02,-1.56000e-04, 6.80000e-05,-5.00000e-06, 1.00000e+00, -9.19160e-02,-5.65343e-01, 3.52620e-02,-1.12600e-03, 8.65300e-03,  2.83400e-03, 9.99958e-01,-4.59820e-02,-1.93451e-01, 7.75380e-02,  2.42240e-02, 2.28500e-03,-3.32740e-02, 9.99150e-01
