time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.001759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012437,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440367,1.229023,0.290891,-0.000020,0.000005,-0.000041,1.000000,0.514169,1.125114,0.179326,-0.002702,0.007780,-0.000624,0.999966,0.550608,0.828121,0.213050,-0.026268,0.026984,0.022623,0.999035
0.022666,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440367,1.229023,0.290891,-0.000020,0.000005,-0.000041,1.000000,0.514169,1.125114,0.179326,-0.002702,0.007780,-0.000624,0.999966,0.550608,0.828121,0.213050,-0.026268,0.026984,0.022623,0.999035
0.032879,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440370,1.229030,0.290890,-0.000016,-0.000005,-0.000040,1.000000,0.514170,1.125115,0.179323,-0.002683,0.007795,-0.000588,0.999966,0.550605,0.828118,0.213051,-0.026274,0.026990,0.022617,0.999034
0.043037,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440370,1.229030,0.290890,-0.000016,-0.000005,-0.000040,1.000000,0.514170,1.125115,0.179323,-0.002683,0.007795,-0.000588,0.999966,0.550605,0.828118,0.213051,-0.026274,0.026990,0.022617,0.999034
0.053206,6.000,9.000,0.000,0.000,0.062,0.055,0.048,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440365,1.229027,0.290896,-0.000011,-0.000001,-0.000029,1.000000,0.514170,1.125114,0.179327,-0.002667,0.007765,-0.000602,0.999966,0.550602,0.828117,0.213052,-0.026273,0.027000,0.022616,0.999034
0.063369,6.000,9.000,0.000,0.000,0.062,0.055,0.048,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440369,1.229025,0.290891,-0.000009,-0.000004,-0.000032,1.000000,0.514171,1.125117,0.179327,-0.002682,0.007746,-0.000626,0.999966,0.550621,0.828123,0.213049,-0.026257,0.026982,0.022620,0.999035
0.073528,6.000,9.000,0.000,0.000,0.062,0.055,0.048,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440369,1.229025,0.290891,-0.000009,-0.000004,-0.000032,1.000000,0.514171,1.125117,0.179327,-0.002682,0.007746,-0.000626,0.999966,0.550621,0.828123,0.213049,-0.026257,0.026982,0.022620,0.999035
0.083687,6.000,9.000,0.000,0.000,0.062,0.055,0.048,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440363,1.229024,0.290896,-0.000018,-0.000002,-0.000042,1.000000,0.514171,1.125114,0.179326,-0.002672,0.007783,-0.000610,0.999966,0.550673,0.828155,0.213049,-0.026254,0.026970,0.022544,0.999037
0.093870,6.000,9.000,6.000,0.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440366,1.229028,0.290896,-0.000020,-0.000002,-0.000042,1.000000,0.514179,1.125117,0.179326,-0.002662,0.007739,-0.000570,0.999966,0.550678,0.828162,0.213051,-0.026252,0.026971,0.022540,0.999037
0.104043,6.000,9.000,6.000,0.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440367,1.229024,0.290896,-0.000012,-0.000005,-0.000045,1.000000,0.514177,1.125117,0.179326,-0.002677,0.007781,-0.000599,0.999966,0.550688,0.828160,0.213041,-0.026260,0.026995,0.022548,0.999036
0.114246,6.000,9.000,6.000,0.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440367,1.229024,0.290896,-0.000012,-0.000005,-0.000045,1.000000,0.514177,1.125117,0.179326,-0.002677,0.007781,-0.000599,0.999966,0.550688,0.828160,0.213041,-0.026260,0.026995,0.022548,0.999036
0.124518,6.000,9.000,6.000,0.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440367,1.229024,0.290896,-0.000012,-0.000005,-0.000045,1.000000,0.514177,1.125117,0.179326,-0.002677,0.007781,-0.000599,0.999966,0.550688,0.828160,0.213041,-0.026260,0.026995,0.022548,0.999036
0.134697,6.000,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.000,0.000,0.000,0.000,0.440370,1.229028,0.290896,-0.000017,-0.000003,-0.000039,1.000000,0.514179,1.125119,0.179321,-0.002691,0.007741,-0.000606,0.999966,0.550600,0.828119,0.213052,-0.026274,0.026987,0.022629,0.999034
0.144822,6.000,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.000,0.000,0.000,0.000,0.440366,1.229025,0.290894,-0.000013,-0.000009,-0.000046,1.000000,0.514177,1.125116,0.179328,-0.002667,0.007792,-0.000614,0.999966,0.550609,0.828121,0.213048,-0.026272,0.026984,0.022622,0.999035
0.154977,6.000,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.000,0.000,0.000,0.000,0.440366,1.229025,0.290894,-0.000013,-0.000009,-0.000046,1.000000,0.514177,1.125116,0.179328,-0.002667,0.007792,-0.000614,0.999966,0.550609,0.828121,0.213048,-0.026272,0.026984,0.022622,0.999035
0.165134,6.000,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.000,0.000,0.000,0.000,0.440371,1.229028,0.290889,-0.000021,0.000000,-0.000049,1.000000,0.514173,1.125114,0.179326,-0.002679,0.007782,-0.000598,0.999966,0.550664,0.828150,0.213050,-0.026254,0.026976,0.022567,0.999036
0.175294,6.000,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440362,1.229020,0.290893,-0.000019,-0.000008,-0.000051,1.000000,0.514166,1.125111,0.179325,-0.002701,0.007791,-0.000636,0.999966,0.550619,0.828124,0.213045,-0.026269,0.026985,0.022618,0.999035
0.185442,6.329,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440362,1.229020,0.290893,-0.000019,-0.000008,-0.000051,1.000000,0.514166,1.125111,0.179325,-0.002701,0.007791,-0.000636,0.999966,0.550619,0.828124,0.213045,-0.026269,0.026985,0.022618,0.999035
0.195872,6.329,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440362,1.229020,0.290893,-0.000019,-0.000008,-0.000051,1.000000,0.514166,1.125111,0.179325,-0.002701,0.007791,-0.000636,0.999966,0.550619,0.828124,0.213045,-0.026269,0.026985,0.022618,0.999035
0.206127,6.329,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440363,1.229028,0.290893,-0.000010,0.000001,-0.000040,1.000000,0.514171,1.125113,0.179322,-0.002666,0.007809,-0.000573,0.999966,0.550612,0.828118,0.213046,-0.026273,0.026988,0.022633,0.999034
0.216289,6.329,9.000,6.000,3.000,0.062,0.055,0.048,0.052,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440358,1.229027,0.290895,-0.000015,-0.000007,-0.000036,1.000000,0.514166,1.125107,0.179324,-0.002648,0.007794,-0.000625,0.999966,0.550686,0.828157,0.213046,-0.026245,0.026967,0.022556,0.999037
0.226444,6.329,8.982,6.000,3.000,0.062,0.054,0.047,0.051,0.221,0.303,0.299,0.328,0.092,0.102,0.117,0.030,0.082,0.083,-0.018,-1.153,0.440361,1.229024,0.290892,-0.000016,0.000001,-0.000041,1.000000,0.514169,1.125111,0.179326,-0.002678,0.007784,-0.000621,0.999966,0.550613,0.828142,0.213050,-0.026324,0.026977,0.022663,0.999032
