time,pd_4,pd_7,pd_8,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,pm_12,pm_13,pm_14,pm_15,pm_16,mocap_1,mocap_2,mocap_3,mocap_4,mocap_5,mocap_6,mocap_7,mocap_8,mocap_9,mocap_10,mocap_11,mocap_12,mocap_13,mocap_14,mocap_15,mocap_16,mocap_17,mocap_18,mocap_19,mocap_20,mocap_21
0.001439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012154,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482669,1.229018,0.317356,-0.000025,-0.000019,0.000069,1.000000,0.542356,1.127450,0.230565,-0.001325,-0.005964,0.000088,0.999981,0.592646,0.787997,0.289246,-0.062572,-0.017416,0.069866,0.995440
0.022490,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482670,1.229020,0.317358,-0.000030,-0.000023,0.000069,1.000000,0.542339,1.127447,0.230568,-0.001338,-0.006007,0.000104,0.999981,0.592647,0.787999,0.289243,-0.062579,-0.017414,0.069880,0.995438
0.032771,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482670,1.229020,0.317358,-0.000030,-0.000023,0.000069,1.000000,0.542339,1.127447,0.230568,-0.001338,-0.006007,0.000104,0.999981,0.592647,0.787999,0.289243,-0.062579,-0.017414,0.069880,0.995438
0.043092,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482673,1.229021,0.317356,-0.000035,-0.000026,0.000071,1.000000,0.542353,1.127453,0.230567,-0.001319,-0.006015,0.000118,0.999981,0.592644,0.788006,0.289244,-0.062580,-0.017420,0.069878,0.995438
0.053344,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482673,1.229021,0.317356,-0.000035,-0.000026,0.000071,1.000000,0.542353,1.127453,0.230567,-0.001319,-0.006015,0.000118,0.999981,0.592644,0.788006,0.289244,-0.062580,-0.017420,0.069878,0.995438
0.063625,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482673,1.229019,0.317358,-0.000032,-0.000026,0.000076,1.000000,0.542353,1.127453,0.230567,-0.001319,-0.006015,0.000118,0.999981,0.592644,0.788006,0.289244,-0.062580,-0.017420,0.069878,0.995438
0.073906,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482672,1.229022,0.317360,-0.000036,-0.000025,0.000075,1.000000,0.542352,1.127452,0.230569,-0.001331,-0.006012,0.000080,0.999981,0.592631,0.787996,0.289247,-0.062577,-0.017409,0.069897,0.995437
0.084260,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482672,1.229022,0.317360,-0.000036,-0.000025,0.000075,1.000000,0.542352,1.127452,0.230569,-0.001331,-0.006012,0.000080,0.999981,0.592631,0.787996,0.289247,-0.062577,-0.017409,0.069897,0.995437
0.094686,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482672,1.229021,0.317357,-0.000029,-0.000026,0.000074,1.000000,0.542353,1.127452,0.230570,-0.001321,-0.005988,0.000110,0.999981,0.592642,0.788007,0.289243,-0.062574,-0.017411,0.069873,0.995439
0.104939,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482672,1.229021,0.317357,-0.000029,-0.000026,0.000074,1.000000,0.542353,1.127452,0.230570,-0.001321,-0.005988,0.000110,0.999981,0.592642,0.788007,0.289243,-0.062574,-0.017411,0.069873,0.995439
0.115299,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482672,1.229021,0.317357,-0.000029,-0.000026,0.000074,1.000000,0.542353,1.127452,0.230570,-0.001321,-0.005988,0.000110,0.999981,0.592642,0.788007,0.289243,-0.062574,-0.017411,0.069873,0.995439
0.125699,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482674,1.229020,0.317360,-0.000036,-0.000021,0.000068,1.000000,0.542353,1.127452,0.230570,-0.001321,-0.005988,0.000110,0.999981,0.592642,0.788007,0.289243,-0.062574,-0.017411,0.069873,0.995439
0.136017,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482674,1.229020,0.317360,-0.000036,-0.000021,0.000068,1.000000,0.542353,1.127452,0.230570,-0.001321,-0.005988,0.000110,0.999981,0.592642,0.788007,0.289243,-0.062574,-0.017411,0.069873,0.995439
0.146328,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482675,1.229025,0.317360,-0.000035,-0.000026,0.000067,1.000000,0.542353,1.127450,0.230571,-0.001336,-0.006005,0.000093,0.999981,0.592646,0.788004,0.289244,-0.062582,-0.017416,0.069875,0.995438
0.156721,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482675,1.229025,0.317360,-0.000035,-0.000026,0.000067,1.000000,0.542353,1.127450,0.230571,-0.001336,-0.006005,0.000093,0.999981,0.592646,0.788004,0.289244,-0.062582,-0.017416,0.069875,0.995438
0.167138,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482675,1.229025,0.317360,-0.000035,-0.000026,0.000067,1.000000,0.542353,1.127450,0.230571,-0.001336,-0.006005,0.000093,0.999981,0.592646,0.788004,0.289244,-0.062582,-0.017416,0.069875,0.995438
0.177555,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482676,1.229022,0.317358,-0.000034,-0.000020,0.000073,1.000000,0.542344,1.127451,0.230568,-0.001325,-0.005986,0.000092,0.999981,0.592640,0.788004,0.289243,-0.062575,-0.017403,0.069868,0.995440
0.188023,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482676,1.229022,0.317358,-0.000034,-0.000020,0.000073,1.000000,0.542344,1.127451,0.230568,-0.001325,-0.005986,0.000092,0.999981,0.592640,0.788004,0.289243,-0.062575,-0.017403,0.069868,0.995440
0.198448,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482676,1.229022,0.317358,-0.000034,-0.000020,0.000073,1.000000,0.542344,1.127451,0.230568,-0.001325,-0.005986,0.000092,0.999981,0.592640,0.788004,0.289243,-0.062575,-0.017403,0.069868,0.995440
0.208897,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482670,1.229020,0.317359,-0.000036,-0.000017,0.000073,1.000000,0.542360,1.127453,0.230573,-0.001354,-0.005973,0.000066,0.999981,0.592641,0.788004,0.289239,-0.062575,-0.017404,0.069874,0.995439
0.219289,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482673,1.229021,0.317358,-0.000031,-0.000017,0.000075,1.000000,0.542345,1.127455,0.230574,-0.001330,-0.005989,0.000088,0.999981,0.592630,0.788004,0.289245,-0.062582,-0.017413,0.069900,0.995437
0.229631,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482673,1.229021,0.317358,-0.000031,-0.000017,0.000075,1.000000,0.542345,1.127455,0.230574,-0.001330,-0.005989,0.000088,0.999981,0.592630,0.788004,0.289245,-0.062582,-0.017413,0.069900,0.995437
0.239922,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482672,1.229021,0.317357,-0.000031,-0.000018,0.000073,1.000000,0.542350,1.127452,0.230575,-0.001343,-0.005990,0.000085,0.999981,0.592641,0.788009,0.289239,-0.062577,-0.017413,0.069870,0.995439
0.250222,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482666,1.229021,0.317359,-0.000033,-0.000019,0.000077,1.000000,0.542348,1.127452,0.230570,-0.001349,-0.005966,0.000059,0.999981,0.592642,0.788008,0.289239,-0.062571,-0.017410,0.069871,0.995440
0.260545,5.000,0.000,0.000,0.294,0.328,0.325,0.342,0.484,0.498,0.424,0.502,0.477,0.476,-0.015,-0.032,0.000,0.000,0.000,0.000,0.482666,1.229021,0.317359,-0.000033,-0.000019,0.000077,1.000000,0.542348,1.127452,0.230570,-0.001349,-0.005966,0.000059,0.999981,0.592642,0.788008,0.289239,-0.062571,-0.017410,0.069871,0.995440
