time,pd_4,pd_7,pd_8,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,pm_12,pm_13,pm_14,pm_15,pm_16,mocap_1,mocap_2,mocap_3,mocap_4,mocap_5,mocap_6,mocap_7,mocap_8,mocap_9,mocap_10,mocap_11,mocap_12,mocap_13,mocap_14,mocap_15,mocap_16,mocap_17,mocap_18,mocap_19,mocap_20,mocap_21
0.001366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011616,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229056,0.322525,-0.000048,0.004074,0.000163,0.999992,0.542453,1.127418,0.235215,-0.001523,-0.002428,0.000164,0.999996,0.579858,0.798944,0.276555,-0.007776,-0.012747,0.026156,0.999546
0.021803,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229056,0.322525,-0.000048,0.004074,0.000163,0.999992,0.542453,1.127418,0.235215,-0.001523,-0.002428,0.000164,0.999996,0.579858,0.798944,0.276555,-0.007776,-0.012747,0.026156,0.999546
0.032021,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483355,1.229058,0.322524,-0.000054,0.004084,0.000161,0.999992,0.542450,1.127416,0.235215,-0.001508,-0.002431,0.000181,0.999996,0.579860,0.798945,0.276550,-0.007773,-0.012745,0.026156,0.999546
0.042217,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483360,1.229058,0.322526,-0.000049,0.004078,0.000163,0.999992,0.542450,1.127416,0.235215,-0.001508,-0.002431,0.000181,0.999996,0.579860,0.798945,0.276550,-0.007773,-0.012745,0.026156,0.999546
0.052462,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483360,1.229058,0.322526,-0.000049,0.004078,0.000163,0.999992,0.542450,1.127416,0.235215,-0.001508,-0.002431,0.000181,0.999996,0.579860,0.798945,0.276550,-0.007773,-0.012745,0.026156,0.999546
0.062799,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483360,1.229058,0.322526,-0.000049,0.004078,0.000163,0.999992,0.542450,1.127416,0.235215,-0.001508,-0.002431,0.000181,0.999996,0.579860,0.798945,0.276550,-0.007773,-0.012745,0.026156,0.999546
0.073127,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229058,0.322527,-0.000053,0.004076,0.000163,0.999992,0.542461,1.127421,0.235214,-0.001524,-0.002391,0.000176,0.999996,0.579860,0.798950,0.276554,-0.007778,-0.012751,0.026164,0.999546
0.083390,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229058,0.322527,-0.000053,0.004076,0.000163,0.999992,0.542461,1.127421,0.235214,-0.001524,-0.002391,0.000176,0.999996,0.579860,0.798950,0.276554,-0.007778,-0.012751,0.026164,0.999546
0.093634,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.026,0.045,-0.028,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229058,0.322527,-0.000053,0.004076,0.000163,0.999992,0.542461,1.127421,0.235214,-0.001524,-0.002391,0.000176,0.999996,0.579860,0.798950,0.276554,-0.007778,-0.012751,0.026164,0.999546
0.103956,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.026,0.045,-0.028,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483361,1.229053,0.322525,-0.000054,0.004081,0.000151,0.999992,0.542460,1.127415,0.235216,-0.001505,-0.002407,0.000162,0.999996,0.579862,0.798946,0.276552,-0.007770,-0.012751,0.026160,0.999546
0.114326,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.026,0.045,-0.028,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483360,1.229057,0.322526,-0.000050,0.004077,0.000158,0.999992,0.542449,1.127418,0.235216,-0.001511,-0.002416,0.000190,0.999996,0.579864,0.798954,0.276551,-0.007797,-0.012730,0.026157,0.999546
0.124709,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.026,0.045,-0.028,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483360,1.229057,0.322526,-0.000050,0.004077,0.000158,0.999992,0.542449,1.127418,0.235216,-0.001511,-0.002416,0.000190,0.999996,0.579864,0.798954,0.276551,-0.007797,-0.012730,0.026157,0.999546
0.135119,5.000,0.000,0.000,0.292,0.328,0.332,0.338,0.026,0.045,-0.028,0.061,0.033,0.027,-0.015,-0.036,0.000,0.000,0.000,0.000,0.483361,1.229054,0.322526,-0.000057,0.004073,0.000166,0.999992,0.542446,1.127419,0.235215,-0.001517,-0.002448,0.000195,0.999996,0.579857,0.798946,0.276550,-0.007776,-0.012737,0.026150,0.999547
