time,Desired_pressure_segment_1,Desired_pressure_segment_2,Desired_pressure_segment_3,Desired_pressure_segment_4,Measured_pressure_Segment_1_pouch_1,Measured_pressure_Segment_1_pouch_2,Measured_pressure_Segment_1_pouch_3,Measured_pressure_Segment_1_pouch_4,Measured_pressure_Segment_1_pouch_5,Measured_pressure_Segment_2_pouch_1,Measured_pressure_Segment_2_pouch_2,Measured_pressure_Segment_2_pouch_3,Measured_pressure_Segment_2_pouch_4,Measured_pressure_Segment_2_pouch_5,Measured_pressure_Segment_4,Measured_pressure_Segment_3,mocap_rigid_body_x,mocap_rigid_body_y,mocap_rigid_body_z,mocap_rigid_body_qx,mocap_rigid_body_qy,mocap_rigid_body_qz,mocap_rigid_body_qw
0.001003,0.000,0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011319,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531272,0.820227,0.207384,-0.083681,-0.004532,0.029161,0.996055
0.021490,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531272,0.820227,0.207384,-0.083681,-0.004532,0.029161,0.996055
0.031636,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531272,0.820227,0.207384,-0.083681,-0.004532,0.029161,0.996055
0.041825,2.000,2.000,0.000,2.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531263,0.820226,0.207386,-0.083683,-0.004522,0.029158,0.996055
0.052053,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531338,0.820276,0.207371,-0.083556,-0.004627,0.029187,0.996065
0.062240,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531346,0.820272,0.207364,-0.083560,-0.004637,0.029191,0.996064
0.072389,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531346,0.820272,0.207364,-0.083560,-0.004637,0.029191,0.996064
0.082524,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531339,0.820280,0.207380,-0.083563,-0.004615,0.029174,0.996065
0.092677,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531339,0.820280,0.207380,-0.083563,-0.004615,0.029174,0.996065
0.103070,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531340,0.820267,0.207373,-0.083576,-0.004630,0.029187,0.996063
0.113314,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531336,0.820278,0.207367,-0.083580,-0.004638,0.029194,0.996063
0.123490,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.531339,0.820285,0.207380,-0.083553,-0.004611,0.029174,0.996066
0.133685,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.000000,0.000000,0.000000,0.000000,0.531339,0.820285,0.207380,-0.083553,-0.004611,0.029174,0.996066
0.143837,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.000000,0.000000,0.000000,0.000000,0.531339,0.820283,0.207375,-0.083545,-0.004616,0.029177,0.996066
0.153975,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.000000,0.000000,0.000000,0.000000,0.531339,0.820283,0.207375,-0.083545,-0.004616,0.029177,0.996066
0.164147,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.000000,0.000000,0.000000,0.000000,0.531339,0.820283,0.207375,-0.083545,-0.004616,0.029177,0.996066
0.174357,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531334,0.820278,0.207375,-0.083555,-0.004614,0.029184,0.996065
0.184631,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531334,0.820278,0.207375,-0.083555,-0.004614,0.029184,0.996065
0.194818,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531334,0.820278,0.207375,-0.083555,-0.004614,0.029184,0.996065
0.205040,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531340,0.820278,0.207371,-0.083544,-0.004627,0.029205,0.996065
0.215202,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531340,0.820278,0.207371,-0.083544,-0.004627,0.029205,0.996065
0.225378,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531340,0.820277,0.207375,-0.083556,-0.004617,0.029194,0.996065
0.235529,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531338,0.820276,0.207373,-0.083557,-0.004612,0.029200,0.996064
0.245724,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531338,0.820276,0.207373,-0.083557,-0.004612,0.029200,0.996064
0.255863,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531338,0.820276,0.207373,-0.083557,-0.004612,0.029200,0.996064
0.266022,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531338,0.820276,0.207373,-0.083557,-0.004612,0.029200,0.996064
0.276165,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531269,0.820210,0.207375,-0.083674,-0.004538,0.029195,0.996055
0.286304,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531342,0.820283,0.207377,-0.083542,-0.004614,0.029198,0.996066
0.296464,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531342,0.820283,0.207377,-0.083542,-0.004614,0.029198,0.996066
0.306615,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531343,0.820271,0.207368,-0.083539,-0.004634,0.029217,0.996065
0.316764,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531343,0.820271,0.207368,-0.083539,-0.004634,0.029217,0.996065
0.326887,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531343,0.820271,0.207368,-0.083539,-0.004634,0.029217,0.996065
0.337068,2.000,2.000,0.000,2.000,0.931400,0.906100,0.914500,0.921600,0.946900,0.134100,0.145300,0.065200,0.118600,0.108700,-0.027700,-0.038900,0.531348,0.820282,0.207382,-0.083514,-0.004613,0.029196,0.996068
